iter	Passed	Remaining
1660	212075	413425
1661	212164	413222
1662	212306	413122
1663	212444	413014
1664	212588	412919
1665	212689	412739
1666	212811	412601
1667	212901	412400
1668	212978	412176
1669	213048	411936
1670	213158	411773
1671	213264	411605
1672	213330	411360
1673	213416	411150
1674	213539	411015
1675	213654	410863
1676	213754	410684
1677	213879	410551
1678	213982	410376
1679	214079	410192
1680	214206	410063
1681	214281	409835
1682	214422	409733
1683	214514	409538
1684	214591	409316
1685	214700	409154
1686	214819	409010
1687	214893	408781
1688	214962	408542
1689	215071	408380
1690	215178	408215
1691	215280	408040
1692	215395	407889
1693	215482	407687
1694	215565	407476
1695	215644	407257
1696	215763	407116
1697	215884	406976
1698	215967	406765
1699	216042	406540
1700	216106	406296
1701	216181	406070
1702	216303	405934
1703	216411	405772
1704	216495	405564
1705	216566	405332
1706	216649	405123
1707	216771	404987
1708	216900	404864
1709	217010	404705
1710	217106	404521
1711	217185	404304
1712	217293	404142
1713	217389	403958
1714	217468	403742
1715	217607	403638
1716	217683	403417
1717	217752	403183
1718	217845	402994
1719	217960	402846
1720	218048	402648
1721	218137	402452
1722	218282	402358
1723	218357	402138
1724	218433	401917
1725	218519	401715
1726	218642	401583
1727	218728	401382
1728	218874	401291
1729	219013	401187
1730	219128	401039
1731	219211	400832
1732	219303	400644
1733	219415	400489
1734	219538	400357
1735	219653	400209
1736	219837	400187
1737	219966	400066
1738	220149	400041
1739	220247	399863
1740	220379	399746
1741	220533	399668
1742	220671	399562
1743	220779	399403
1744	220871	399213
1745	220968	399034
1746	221047	398821
1747	221138	398631
1748	221259	398493
1749	221371	398342
1750	221514	398244
1751	221659	398152
1752	221837	398118
1753	221905	397886
1754	221967	397643
1755	222044	397430
1756	222141	397249
1757	222214	397028
1758	222289	396810
1759	222358	396581
1760	222473	396434
1761	222612	396331
1762	222736	396200
1763	222852	396055
1764	222978	395929
1765	223144	395873
1766	223280	395763
1767	223438	395694
1768	223563	395564
1769	223681	395422
1770	223770	395230
1771	223868	395054
1772	223969	394884
1773	224125	394809
1774	224249	394679
1775	224407	394609
1776	224522	394462
1777	224650	394339
1778	224890	394412
1779	225028	394306
1780	225153	394177
1781	225342	394160
1782	225452	394005
1783	225610	393932
1784	225757	393841
1785	225896	393737
1786	226027	393620
1787	226139	393467
1788	226281	393367
1789	226357	393153
1790	226486	393031
1791	226675	393014
1792	226801	392887
1793	226955	392807
1794	227062	392647
1795	227209	392555
1796	227358	392468
1797	227507	392380
1798	227637	392260
1799	227761	392129
1800	227883	391994
1801	228029	391901
1802	228181	391818
1803	228295	391671
1804	228437	391570
1805	228550	391420
1806	228652	391253
1807	228744	391067
1808	228850	390905
1809	228945	390725
1810	229072	390599
1811	229164	390413
1812	229272	390256
1813	229366	390074
1814	229477	389921
1815	229602	389792
1816	229734	389677
1817	229827	389493
1818	229931	389328
1819	230039	389172
1820	230136	388995
1821	230241	388832
1822	230351	388678
1823	230459	388520
1824	230570	388369
1825	230660	388181
1826	230769	388025
1827	230890	387890
1828	231000	387738
1829	231116	387593
1830	231225	387437
1831	231329	387274
1832	231441	387125
1833	231526	386929
1834	231614	386740
1835	231714	386569
1836	231833	386431
1837	231927	386251
1838	232024	386075
1839	232146	385943
1840	232297	385859
1841	232388	385674
1842	232470	385475
1843	232610	385371
1844	232720	385218
1845	232818	385045
1846	232927	384892
1847	233058	384773
1848	233172	384627
1849	233257	384433
1850	233365	384278
1851	233520	384199
1852	233667	384108
1853	233772	383947
1854	233864	383764
1855	233970	383605
1856	234081	383454
1857	234169	383266
1858	234267	383094
1859	234355	382905
1860	234462	382749
1861	234568	382590
1862	234675	382433
1863	234779	382271
1864	234873	382093
1865	234972	381924
1866	235073	381758
1867	235172	381589
1868	235268	381414
1869	235369	381248
1870	235476	381092
1871	235579	380928
1872	235667	380741
1873	235741	380532
1874	235819	380329
1875	235899	380130
1876	235987	379944
1877	236061	379734
1878	236133	379523
1879	236214	379324
1880	236294	379126
1881	236369	378919
1882	236446	378715
1883	236523	378513
1884	236605	378317
1885	236762	378242
1886	236906	378146
1887	237051	378051
1888	237209	377977
1889	237339	377859
1890	237448	377708
1891	237569	377574
1892	237654	377385
1893	237742	377199
1894	237835	377021
1895	237920	376832
1896	238019	376664
1897	238117	376497
1898	238201	376305
1899	238289	376120
1900	238375	375933
1901	238439	375710
1902	238521	375517
1903	238593	375308
1904	238694	375144
1905	238774	374948
1906	238906	374833
1907	238987	374638
1908	239069	374446
1909	239146	374245
1910	239238	374068
1911	239320	373875
1912	239406	373689
1913	239476	373478
1914	239532	373244
1915	239624	373068
1916	239700	372867
1917	239753	372630
1918	239827	372426
1919	239965	372322
1920	240039	372117
1921	240327	372244
1922	240473	372151
1923	240601	372032
1924	240770	371975
1925	240901	371859
1926	241083	371821
1927	241203	371688
1928	241312	371538
1929	241411	371373
1930	241502	371196
1931	241606	371038
1932	241705	370873
1933	241794	370693
1934	241873	370498
1935	241965	370321
1936	242068	370163
1937	242196	370043
1938	242292	369874
1939	242390	369708
1940	242492	369548
1941	242613	369416
1942	242747	369306
1943	242900	369223
1944	243007	369070
1945	243133	368947
1946	243228	368778
1947	243338	368630
1948	243426	368449
1949	243515	368270
1950	243605	368092
1951	243686	367902
1952	243762	367703
1953	243849	367521
1954	243938	367342
1955	244004	367129
1956	244076	366925
1957	244158	366736
1958	244247	366557
1959	244316	366350
1960	244395	366157
1961	244471	365959
1962	244559	365779
1963	244643	365594
1964	244720	365398
1965	244797	365204
1966	244878	365014
1967	244958	364824
1968	245031	364622
1969	245108	364427
1970	245194	364246
1971	245280	364064
1972	245350	363859
1973	245424	363661
1974	245492	363452
1975	245564	363251
1976	245641	363057
1977	245703	362841
1978	245783	362652
1979	245874	362478
1980	245961	362299
1981	246045	362116
1982	246130	361935
1983	246214	361751
1984	246290	361556
1985	246370	361368
1986	246464	361200
1987	246541	361007
1988	246623	360821
1989	246702	360631
1990	246795	360463
1991	246879	360281
1992	246961	360096
1993	247038	359903
1994	247109	359702
1995	247192	359519
1996	247267	359324
1997	247337	359121
1998	247414	358930
1999	247496	358745
2000	247579	358563
2001	247649	358362
2002	247732	358178
2003	247809	357988
2004	247894	357808
2005	247977	357626
2006	248070	357458
2007	248161	357288
2008	248251	357116
2009	248334	356933
2010	248421	356759
2011	248496	356565
2012	248572	356373
2013	248650	356185
2014	248723	355990
2015	248800	355800
2016	248891	355629
2017	248956	355423
2018	249010	355200
2019	249071	354989
2020	249142	354791
2021	249218	354600
2022	249301	354419
2023	249396	354255
2024	249485	354084
2025	249568	353904
2026	249653	353726
2027	249729	353536
2028	249821	353370
2029	249909	353197
2030	250002	353031
2031	250082	352847
2032	250143	352636
2033	250217	352445
2034	250315	352287
2035	250378	352079
2036	250463	351902
2037	250546	351724
2038	250623	351536
2039	250694	351341
2040	250774	351157
2041	250863	350988
2042	250936	350795
2043	251008	350601
2044	251078	350404
2045	251156	350219
2046	251230	350028
2047	251310	349846
2048	251391	349666
2049	251468	349480
2050	251549	349298
2051	251621	349106
2052	251694	348914
2053	251772	348730
2054	251859	348558
2055	251927	348360
2056	252001	348171
2057	252058	347957
2058	252127	347762
2059	252212	347587
2060	252288	347401
2061	252368	347221
2062	252451	347044
2063	252539	346874
2064	252611	346683
2065	252704	346520
2066	252783	346339
2067	252870	346168
2068	252936	345969
2069	253008	345778
2070	253087	345597
2071	253160	345407
2072	253249	345239
2073	253335	345068
2074	253415	344888
2075	253493	344707
2076	253560	344509
2077	253645	344337
2078	253719	344149
2079	253809	343984
2080	253881	343795
2081	253959	343614
2082	254034	343428
2083	254121	343259
2084	254201	343080
2085	254283	342904
2086	254367	342731
2087	254446	342552
2088	254531	342380
2089	254598	342185
2090	254671	341997
2091	254763	341835
2092	254833	341645
2093	254911	341464
2094	254977	341268
2095	255047	341077
2096	255102	340866
2097	255184	340692
2098	255265	340516
2099	255352	340348
2100	255434	340174
2101	255524	340010
2102	255594	339820
2103	255676	339645
2104	255764	339479
2105	255837	339294
2106	255904	339101
2107	255973	338909
2108	256049	338728
2109	256118	338537
2110	256210	338376
2111	256277	338184
2112	256363	338016
2113	256434	337829
2114	256523	337664
2115	256611	337499
2116	256690	337323
2117	256769	337145
2118	256840	336959
2119	256908	336768
2120	256976	336577
2121	257037	336377
2122	257110	336193
2123	257188	336016
2124	257261	335832
2125	257345	335662
2126	257430	335495
2127	257509	335318
2128	257575	335126
2129	257651	334947
2130	257721	334759
2131	257804	334589
2132	257893	334426
2133	257970	334249
2134	258041	334063
2135	258123	333893
2136	258203	333719
2137	258291	333556
2138	258359	333367
2139	258420	333169
2140	258491	332984
2141	258569	332809
2142	258634	332616
2143	258711	332439
2144	258783	332255
2145	258851	332067
2146	258917	331877
2147	258970	331670
2148	259014	331451
2149	259100	331286
2150	259171	331103
2151	259266	330950
2152	259336	330765
2153	259359	330520
2154	259450	330362
2155	259528	330188
2156	259619	330031
2157	259701	329861
2158	259776	329683
2159	259851	329506
2160	259921	329321
2161	260004	329154
2162	260081	328979
2163	260143	328785
2164	260228	328620
2165	260305	328446
2166	260389	328280
2167	260456	328093
2168	260540	327927
2169	260635	327775
2170	260731	327625
2171	260816	327462
2172	260906	327303
2173	260981	327127
2174	261057	326952
2175	261128	326770
2176	261215	326608
2177	261302	326448
2178	261391	326289
2179	261460	326105
2180	261526	325918
2181	261600	325741
2182	261688	325581
2183	261775	325421
2184	261847	325242
2185	261928	325074
2186	262008	324905
2187	262074	324717
2188	262157	324553
2189	262240	324388
2190	262328	324229
2191	262398	324048
2192	262479	323879
2193	262556	323708
2194	262634	323537
2195	262707	323359
2196	262779	323181
2197	262863	323018
2198	262932	322836
2199	263015	322672
2200	263093	322501
2201	263177	322338
2202	263263	322177
2203	263343	322009
2204	263441	321864
2205	263542	321722
2206	263623	321555
2207	263701	321385
2208	263792	321231
2209	263886	321082
2210	263961	320908
2211	264047	320749
2212	264115	320566
2213	264143	320337
2214	264224	320170
2215	264293	319990
2216	264355	319802
2217	264419	319616
2218	264503	319455
2219	264574	319277
2220	264645	319099
2221	264733	318943
2222	264795	318754
2223	264860	318571
2224	264946	318412
2225	265020	318238
2226	265092	318063
2227	265164	317887
2228	265235	317711
2229	265327	317560
2230	265421	317410
2231	265506	317251
2232	265589	317089
2233	265669	316924
2234	265770	316784
2235	265867	316639
2236	265939	316464
2237	266011	316289
2238	266091	316125
2239	266184	315975
2240	266271	315819
2241	266382	315690
2242	266505	315576
2243	266613	315444
2244	266735	315329
2245	266815	315165
2246	266894	314999
2247	266982	314844
2248	267068	314687
2249	267161	314538
2250	267252	314386
2251	267333	314223
2252	267403	314048
2253	267475	313874
2254	267536	313688
2255	267609	313515
2256	267676	313337
2257	267753	313169
2258	267841	313015
2259	267914	312843
2260	267996	312681
2261	268069	312510
2262	268133	312328
2263	268215	312168
2264	268298	312007
2265	268384	311851
2266	268458	311681
2267	268544	311525
2268	268621	311359
2269	268705	311201
2270	268778	311030
2271	268857	310865
2272	268926	310690
2273	269007	310530
2274	269077	310356
2275	269151	310186
2276	269238	310032
2277	269328	309882
2278	269420	309732
2279	269504	309575
2280	269594	309424
2281	269689	309280
2282	269788	309139
2283	269866	308975
2284	269962	308832
2285	270043	308671
2286	270112	308497
2287	270185	308328
2288	270265	308166
2289	270341	308000
2290	270417	307834
2291	270508	307685
2292	270585	307521
2293	270667	307362
2294	270759	307214
2295	270849	307064
2296	270938	306913
2297	271024	306760
2298	271106	306600
2299	271197	306453
2300	271276	306291
2301	271533	306329
2302	271660	306222
2303	271776	306102
2304	271886	305975
2305	272005	305859
2306	272119	305735
2307	272229	305609
2308	272339	305482
2309	272450	305356
2310	272579	305251
2311	272652	305083
2312	272745	304937
2313	272845	304799
2314	272946	304662
2315	273043	304520
2316	273149	304389
2317	273247	304250
2318	273427	304201
2319	273548	304086
2320	273655	303957
2321	273751	303815
2322	273837	303661
2323	273923	303508
2324	274033	303381
2325	274160	303273
2326	274350	303235
2327	274518	303173
2328	274618	303035
2329	274718	302898
2330	274823	302765
2331	274987	302698
2332	275113	302589
2333	275226	302465
2334	275301	302301
2335	275385	302146
2336	275466	301987
2337	275555	301838
2338	275637	301680
2339	275722	301527
2340	275801	301366
2341	275883	301210
2342	275978	301067
2343	276064	300915
2344	276149	300761
2345	276240	300615
2346	276332	300468
2347	276362	300256
2348	276462	300118
2349	276545	299963
2350	276642	299823
2351	276728	299671
2352	276823	299529
2353	276907	299375
2354	276982	299211
2355	277057	299047
2356	277151	298905
2357	277254	298771
2358	277341	298621
2359	277428	298470
2360	277504	298309
2361	277589	298156
2362	277692	298023
2363	277771	297863
2364	277855	297710
2365	277933	297550
2366	278018	297398
2367	278107	297251
2368	278204	297111
2369	278281	296951
2370	278359	296791
2371	278449	296644
2372	278526	296484
2373	278597	296317
2374	278669	296152
2375	278734	295979
2376	278799	295806
2377	278875	295646
2378	278962	295496
2379	279038	295335
2380	279109	295169
2381	279180	295003
2382	279259	294845
2383	279345	294695
2384	279428	294542
2385	279514	294392
2386	279596	294238
2387	279664	294069
2388	279738	293906
2389	279822	293754
2390	279910	293607
2391	279994	293455
2392	280068	293293
2393	280146	293135
2394	280221	292974
2395	280299	292816
2396	280383	292665
2397	280478	292525
2398	280549	292361
2399	280599	292174
2400	280637	291975
2401	280730	291833
2402	280808	291675
2403	280911	291545
2404	280991	291390
2405	281071	291234
2406	281158	291087
2407	281260	290955
2408	281342	290802
2409	281424	290650
2410	281491	290481
2411	281574	290329
2412	281656	290177
2413	281741	290028
2414	281814	289866
2415	281880	289697
2416	281946	289528
2417	282020	289368
2418	282089	289203
2419	282190	289070
2420	282284	288930
2421	282356	288767
2422	282425	288602
2423	282493	288436
2424	282544	288253
2425	282599	288074
2426	282660	287900
2427	282736	287744
2428	282795	287568
2429	282865	287405
2430	282948	287255
2431	283078	287152
2432	283174	287014
2433	283267	286875
2434	283389	286765
2435	283478	286620
2436	283579	286488
2437	283673	286349
2438	283748	286191
2439	283858	286069
2440	283963	285940
2441	284056	285801
2442	284151	285663
2443	284266	285546
2444	284372	285419
2445	284468	285282
2446	284580	285162
2447	284649	284998
2448	284769	284885
2449	284873	284756
2450	284960	284611
2451	285047	284465
2452	285157	284343
2453	285255	284209
2454	285365	284086
2455	285451	283940
2456	285531	283787
2457	285637	283661
2458	285761	283553
2459	285847	283407
2460	285925	283253
2461	285998	283094
2462	286067	282931
2463	286168	282800
2464	286282	282682
2465	286371	282539
2466	286459	282395
2467	286569	282272
2468	286668	282140
2469	286782	282021
2470	286876	281884
2471	286950	281727
2472	287058	281602
2473	287154	281467
2474	287304	281384
2475	287387	281235
2476	287480	281097
2477	287603	280988
2478	287704	280856
2479	287784	280705
2480	287877	280567
2481	287977	280435
2482	288069	280296
2483	288152	280148
2484	288235	280000
2485	288306	279840
2486	288385	279688
2487	288477	279549
2488	288537	279379
2489	288601	279213
2490	288672	279054
2491	288755	278906
2492	288821	278742
2493	288902	278592
2494	288992	278451
2495	289097	278325
2496	289179	278177
2497	289258	278026
2498	289328	277866
2499	289409	277717
2500	289487	277565
2501	289558	277407
2502	289641	277259
2503	289733	277120
2504	289810	276968
2505	289876	276805
2506	289939	276639
2507	290004	276475
2508	290075	276317
2509	290143	276156
2510	290223	276006
2511	290297	275852
2512	290368	275693
2513	290445	275542
2514	290525	275393
2515	290595	275234
2516	290669	275079
2517	290740	274921
2518	290825	274777
2519	290919	274642
2520	290988	274482
2521	291055	274321
2522	291145	274181
2523	291217	274025
2524	291299	273878
2525	291323	273677
2526	291410	273536
2527	291496	273393
2528	291570	273239
2529	291644	273085
2530	291730	272942
2531	291803	272788
2532	291885	272641
2533	291971	272499
2534	292054	272353
2535	292132	272203
2536	292209	272053
2537	292286	271902
2538	292377	271764
2539	292452	271612
2540	292529	271461
2541	292617	271321
2542	292711	271187
2543	292790	271038
2544	292877	270897
2545	292960	270752
2546	293041	270606
2547	293113	270451
2548	293195	270306
2549	293272	270156
2550	293341	269998
2551	293428	269857
2552	293517	269718
2553	293597	269572
2554	293693	269439
2555	293785	269303
2556	293864	269155
2557	293949	269013
2558	294018	268856
2559	294108	268718
2560	294182	268566
2561	294264	268421
2562	294342	268273
2563	294418	268122
2564	294501	267979
2565	294579	267830
2566	294665	267689
2567	294769	267565
2568	294844	267414
2569	294902	267248
2570	294980	267100
2571	295058	266952
2572	295144	266811
2573	295222	266663
2574	295299	266514
2575	295390	266379
2576	295467	266230
2577	295523	266063
2578	295594	265908
2579	295672	265761
2580	295758	265620
2581	295842	265479
2582	295933	265343
2583	296021	265205
2584	296111	265068
2585	296188	264920
2586	296272	264778
2587	296358	264638
2588	296442	264497
2589	296535	264362
2590	296601	264205
2591	296675	264055
2592	296735	263891
2593	296825	263755
2594	296917	263621
2595	296997	263476
2596	297074	263329
2597	297162	263191
2598	297259	263061
2599	297334	262912
2600	297408	262762
2601	297488	262617
2602	297564	262469
2603	297658	262337
2604	297738	262192
2605	297813	262043
2606	297903	261908
2607	297966	261748
2608	298038	261598
2609	298113	261449
2610	298177	261290
2611	298265	261153
2612	298342	261007
2613	298426	260866
2614	298503	260720
2615	298567	260561
2616	298649	260419
2617	298729	260275
2618	298809	260131
2619	298895	259993
2620	298982	259855
2621	299073	259721
2622	299143	259569
2623	299212	259416
2624	299283	259265
2625	299352	259112
2626	299424	258961
2627	299478	258795
2628	299523	258622
2629	299570	258450
2630	299626	258287
2631	299689	258129
2632	299783	257998
2633	299866	257857
2634	299949	257717
2635	300038	257582
2636	300141	257458
2637	300232	257325
2638	300316	257186
2639	300399	257046
2640	300497	256919
2641	300579	256777
2642	300676	256649
2643	300767	256517
2644	300859	256384
2645	300951	256252
2646	301045	256121
2647	301148	255999
2648	301243	255869
2649	301332	255735
2650	301419	255598
2651	301521	255474
2652	301623	255351
2653	301707	255212
2654	301801	255082
2655	301891	254948
2656	301984	254817
2657	302068	254678
2658	302156	254543
2659	302244	254408
2660	302334	254274
2661	302435	254150
2662	302545	254033
2663	302656	253917
2664	302756	253792
2665	302871	253680
2666	302973	253557
2667	303065	253425
2668	303109	253253
2669	303214	253132
2670	303328	253019
2671	303424	252891
2672	303520	252763
2673	303605	252626
2674	303696	252494
2675	303768	252345
2676	303846	252202
2677	303927	252062
2678	304022	251933
2679	304110	251798
2680	304190	251658
2681	304263	251510
2682	304346	251372
2683	304431	251235
2684	304512	251095
2685	304601	250961
2686	304679	250819
2687	304756	250675
2688	304833	250532
2689	304902	250382
2690	304969	250231
2691	305045	250087
2692	305115	249938
2693	305175	249781
2694	305240	249628
2695	305316	249485
2696	305380	249331
2697	305454	249186
2698	305527	249040
2699	305594	248889
2700	305665	248742
2701	305730	248589
2702	305795	248437
2703	305884	248304
2704	305968	248168
2705	306043	248024
2706	306118	247880
2707	306200	247742
2708	306273	247596
2709	306336	247442
2710	306402	247292
2711	306481	247151
2712	306571	247019
2713	306655	246883
2714	306735	246744
2715	306829	246615
2716	306913	246479
2717	306984	246332
2718	307088	246212
2719	307170	246075
2720	307248	245933
2721	307327	245793
2722	307423	245668
2723	307502	245527
2724	307567	245376
2725	307613	245210
2726	307686	245065
2727	307766	244927
2728	307867	244804
2729	307963	244678
2730	308048	244543
2731	308135	244410
2732	308215	244271
2733	308251	244098
2734	308334	243961
2735	308429	243835
2736	308520	243704
2737	308642	243600
2738	308894	243596
2739	309038	243508
2740	309155	243399
2741	309217	243246
2742	309292	243104
2743	309361	242956
2744	309443	242820
2745	309552	242704
2746	309660	242587
2747	309760	242465
2748	309869	242349
2749	309981	242236
2750	310122	242146
2751	310195	242001
2752	310288	241873
2753	310373	241739
2754	310469	241613
2755	310550	241476
2756	310626	241335
2757	310715	241204
2758	310812	241079
2759	310903	240950
2760	310996	240822
2761	311084	240690
2762	311185	240568
2763	311285	240446
2764	311380	240320
2765	311469	240189
2766	311578	240074
2767	311666	239942
2768	311743	239802
2769	311809	239654
2770	311899	239524
2771	312010	239410
2772	312102	239281
2773	312210	239165
2774	312308	239042
2775	312402	238915
2776	312491	238785
2777	312574	238650
2778	312663	238520
2779	312752	238389
2780	312843	238260
2781	312942	238137
2782	313039	238013
2783	313181	237923
2784	313297	237813
2785	313388	237684
2786	313488	237563
2787	313587	237439
2788	313681	237313
2789	313779	237190
2790	313876	237066
2791	313984	236950
2792	314134	236866
2793	314245	236752
2794	314330	236619
2795	314413	236484
2796	314468	236329
2797	314567	236206
2798	314656	236076
2799	314757	235955
2800	314843	235823
2801	314952	235708
2802	315044	235580
2803	315154	235466
2804	315264	235352
2805	315378	235241
2806	315467	235111
2807	315550	234977
2808	315656	234859
2809	315767	234746
2810	315861	234620
2811	315949	234490
2812	316048	234367
2813	316162	234256
2814	316252	234127
2815	316354	234008
2816	316451	233884
2817	316547	233759
2818	316631	233626
2819	316724	233500
2820	316812	233369
2821	316894	233235
2822	316983	233105
2823	317088	232988
2824	317189	232867
2825	317286	232743
2826	317373	232613
2827	317461	232483
2828	317560	232361
2829	317654	232235
2830	317771	232127
2831	317875	232008
2832	317984	231894
2833	318078	231768
2834	318175	231645
2835	318280	231527
2836	318372	231400
2837	318444	231259
2838	318527	231125
2839	318620	231000
2840	318725	230882
2841	318822	230759
2842	318915	230633
2843	318980	230487
2844	319066	230356
2845	319156	230228
2846	319320	230153
2847	319432	230041
2848	319508	229902
2849	319625	229793
2850	319711	229663
2851	319827	229553
2852	319905	229417
2853	320015	229302
2854	320112	229180
2855	320264	229097
2856	320349	228964
2857	320443	228840
2858	320533	228712
2859	320633	228591
2860	320753	228485
2861	320864	228372
2862	320969	228254
2863	321070	228135
2864	321165	228010
2865	321271	227894
2866	321385	227783
2867	321491	227666
2868	321646	227585
2869	321761	227475
2870	321859	227353
2871	321968	227238
2872	322066	227116
2873	322160	226992
2874	322274	226880
2875	322376	226762
2876	322474	226640
2877	322562	226510
2878	322675	226399
2879	322790	226289
2880	322890	226168
2881	322986	226045
2882	323076	225918
2883	323164	225789
2884	323259	225665
2885	323364	225548
2886	323468	225430
2887	323573	225313
2888	323679	225197
2889	323786	225081
2890	323887	224962
2891	323981	224838
2892	324078	224715
2893	324175	224593
2894	324254	224458
2895	324350	224334
2896	324443	224209
2897	324525	224077
2898	324607	223944
2899	324707	223823
2900	324797	223696
2901	324892	223573
2902	324989	223451
2903	325101	223339
2904	325193	223213
2905	325280	223084
2906	325357	222948
2907	325457	222828
2908	325554	222706
2909	325648	222582
2910	325757	222468
2911	325883	222366
2912	325997	222256
2913	326110	222144
2914	326221	222032
2915	326344	221927
2916	326455	221815
2917	326640	221752
2918	326854	221710
2919	327068	221667
2920	327292	221631
2921	327501	221584
2922	327715	221541
2923	327926	221496
2924	328143	221454
2925	328370	221419
2926	328583	221375
2927	328794	221330
2928	329002	221281
2929	329221	221241
2930	329446	221204
2931	329661	221160
2932	329876	221117
2933	330082	221067
2934	330307	221030
2935	330524	220987
2936	330746	220948
2937	330954	220899
2938	331177	220860
2939	331392	220815
2940	331607	220770
2941	331835	220735
2942	332059	220695
2943	332272	220649
2944	332482	220601
2945	332683	220546
2946	332895	220499
2947	333109	220453
2948	333327	220409
2949	333551	220370
2950	333779	220332
2951	334004	220293
2952	334229	220254
2953	334466	220222
2954	334674	220171
2955	334835	220089
2956	335042	220037
2957	335242	219981
2958	335442	219925
2959	335697	219904
2960	335964	219891
2961	336179	219844
2962	336453	219835
2963	336661	219783
2964	336881	219740
2965	337117	219706
2966	337373	219685
2967	337586	219636
2968	337812	219594
2969	338039	219555
2970	338255	219507
2971	338478	219464
2972	338693	219416
2973	338911	219369
2974	339133	219325
2975	339353	219279
2976	339589	219244
2977	339813	219201
2978	340021	219147
2979	340242	219102
2980	340453	219050
2981	340682	219010
2982	340902	218964
2983	341126	218920
2984	341349	218875
2985	341568	218827
2986	341777	218774
2987	342018	218740
2988	342233	218690
2989	342397	218607
2990	342582	218538
2991	342798	218488
2992	343020	218442
2993	343233	218390
2994	343462	218348
2995	343690	218305
2996	343924	218266
2997	344145	218219
2998	344357	218165
2999	344570	218113
3000	344797	218069
3001	345021	218022
3002	345255	217983
3003	345468	217930
3004	345696	217886
3005	345907	217832
3006	346132	217785
3007	346353	217737
3008	346581	217693
3009	346798	217641
3010	347033	217602
3011	347251	217550
3012	347469	217499
3013	347710	217463
3014	347928	217412
3015	348150	217363
3016	348363	217308
3017	348573	217252
3018	348790	217199
3019	349119	217217
3020	349331	217161
3021	349562	217117
3022	349733	217036
3023	349999	217013
3024	350186	216941
3025	350450	216917
3026	350644	216850
3027	350867	216801
3028	351051	216727
3029	351261	216669
3030	351457	216602
3031	351662	216541
3032	351845	216466
3033	352075	216421
3034	352255	216344
3035	352465	216285
3036	352647	216209
3037	352853	216149
3038	353029	216069
3039	353222	216000
3040	353424	215936
3041	353639	215880
3042	353858	215826
3043	354091	215781
3044	354296	215719
3045	354531	215675
3046	354746	215619
3047	354977	215571
3048	355215	215529
3049	355465	215493
3050	355680	215437
3051	355975	215428
3052	356387	215490
3053	356604	215433
3054	356846	215392
3055	357089	215351
3056	357328	215308
3057	357546	215253
3058	357789	215211
3059	358024	215165
3060	358275	215129
3061	358521	215089
3062	358767	215049
3063	359015	215011
3064	359270	214975
3065	359516	214935
3066	359780	214906
3067	360050	214880
3068	360291	214836
3069	360453	214745
3070	360743	214730
3071	360966	214676
3072	361085	214559
3073	361204	214443
3074	361331	214331
3075	361487	214236
3076	361571	214098
3077	361707	213992
3078	361803	213862
3079	361921	213745
3080	362055	213637
3081	362169	213517
3082	362259	213383
3083	362370	213262
3084	362490	213146
3085	362599	213024
3086	362714	212905
3087	362829	212786
3088	362951	212671
3089	363078	212559
3090	363190	212438
3091	363288	212310
3092	363404	212191
3093	363528	212078
3094	363646	211960
3095	363778	211851
3096	363907	211740
3097	364040	211632
3098	364142	211505
3099	364258	211387
3100	364373	211268
3101	364471	211139
3102	364586	211020
3103	364702	210902
3104	364808	210778
3105	364909	210651
3106	365015	210527
3107	365133	210409
3108	365256	210295
3109	365421	210205
3110	365510	210071
3111	365598	209937
3112	365699	209810
3113	365788	209676
3114	365894	209552
3115	365997	209426
3116	366086	209293
3117	366180	209162
3118	366275	209031
3119	366374	208903
3120	366525	208805
3121	366625	208678
3122	366725	208550
3123	366872	208450
3124	367004	208340
3125	367103	208213
3126	367229	208100
3127	367310	207962
3128	367399	207828
3129	367501	207702
3130	367642	207598
3131	367712	207454
3132	367790	207314
3133	367876	207179
3134	367960	207043
3135	368037	206903
3136	368119	206766
3137	368204	206631
3138	368296	206499
3139	368378	206362
3140	368480	206236
3141	368573	206105
3142	368648	205964
3143	368728	205826
3144	368807	205687
3145	368893	205553
3146	368993	205426
3147	369080	205292
3148	369159	205153
3149	369261	205027
3150	369343	204891
3151	369430	204757
3152	369519	204624
3153	369614	204495
3154	369700	204360
3155	369798	204232
3156	369889	204101
3157	369984	203971
3158	370079	203842
3159	370178	203715
3160	370314	203608
3161	370415	203482
3162	370515	203355
3163	370617	203230
3164	370708	203098
3165	370820	202979
3166	370911	202847
3167	371019	202725
3168	371110	202594
3169	371217	202471
3170	371306	202339
3171	371404	202211
3172	371501	202083
3173	371583	201947
3174	371683	201821
3175	371775	201690
3176	371857	201554
3177	371952	201425
3178	372037	201290
3179	372127	201159
3180	372210	201023
3181	372293	200888
3182	372380	200755
3183	372492	200635
3184	372610	200519
3185	372682	200378
3186	372806	200264
3187	372915	200143
3188	373010	200015
3189	373104	199886
3190	373175	199744
3191	373275	199618
3192	373370	199489
3193	373457	199356
3194	373550	199226
3195	373637	199093
3196	373714	198955
3197	373805	198825
3198	373897	198695
3199	373989	198565
3200	374082	198435
3201	374159	198297
3202	374245	198164
3203	374347	198039
3204	374451	197916
3205	374544	197786
3206	374634	197655
3207	374730	197527
3208	374849	197411
3209	374934	197278
3210	375019	197145
3211	375127	197023
3212	375213	196890
3213	375312	196764
