iter	RMSE_SumError	RMSE_SumWeight	MAE_SumError	MAE_SumWeight
113	155197.4336	1305	9548.052569	1305
114	155140.436	1305	9545.455817	1305
115	149797.2873	1305	9455.000254	1305
116	149486.0335	1305	9434.632483	1305
117	147210.7156	1305	9308.131006	1305
118	143262.4533	1305	9261.554509	1305
119	143233.841	1305	9259.390375	1305
120	143175.3228	1305	9254.251622	1305
121	142802.5587	1305	9232.670172	1305
122	141026.213	1305	9143.768377	1305
123	137917.6947	1305	9039.307758	1305
124	137813.8904	1305	9034.218108	1305
125	136240.7763	1305	8987.61147	1305
126	133961.7567	1305	8880.008849	1305
127	132735.207	1305	8829.244065	1305
128	128929.2145	1305	8758.77909	1305
129	127720.0525	1305	8709.33499	1305
130	125545.3119	1305	8609.791962	1305
131	123520.1455	1305	8567.27976	1305
132	122040.6999	1305	8482.943281	1305
133	121788.1011	1305	8466.20362	1305
134	120950.7095	1305	8442.322146	1305
135	119464.331	1305	8356.112404	1305
136	118634.6158	1305	8319.681279	1305
137	117692.7057	1305	8266.927215	1305
138	114664.5446	1305	8219.822852	1305
139	111799.6379	1305	8166.321524	1305
140	110701.4419	1305	8100.799005	1305
141	110508.462	1305	8088.90362	1305
142	109759.1188	1305	8059.122211	1305
143	107288.8806	1305	8022.354594	1305
144	104975.687	1305	7974.830365	1305
145	103482.2634	1305	7944.221439	1305
146	101941.9019	1305	7921.072271	1305
147	100756.6136	1305	7909.046421	1305
148	99444.60256	1305	7828.823813	1305
149	98366.44594	1305	7811.780307	1305
150	98366.20921	1305	7812.119599	1305
151	96704.42697	1305	7774.16655	1305
152	94781.87422	1305	7728.064413	1305
153	94098.22093	1305	7688.301169	1305
154	94120.5174	1305	7688.371353	1305
155	94144.31434	1305	7688.814897	1305
156	93675.5342	1305	7681.71474	1305
157	92316.78167	1305	7601.851151	1305
158	92290.50377	1305	7600.027278	1305
159	91810.30816	1305	7584.238133	1305
160	90934.64536	1305	7577.176229	1305
161	89738.55236	1305	7551.393116	1305
162	88198.4587	1305	7506.101205	1305
163	87206.43179	1305	7445.399249	1305
164	86146.20298	1305	7389.736928	1305
165	85233.89725	1305	7371.197481	1305
166	84558.51064	1305	7335.397638	1305
167	84366.19108	1305	7329.130918	1305
168	84294.89576	1305	7325.804823	1305
169	83262.98655	1305	7298.824406	1305
170	83100.43838	1305	7288.746148	1305
171	82224.7231	1305	7251.984045	1305
172	81818.48137	1305	7226.685119	1305
173	81483.37632	1305	7208.574054	1305
174	80999.55095	1305	7167.053622	1305
175	80447.12233	1305	7144.093794	1305
176	80319.93516	1305	7137.668175	1305
177	79427.97555	1305	7125.315283	1305
178	78560.10842	1305	7101.674864	1305
179	77528.72645	1305	7043.283491	1305
180	77471.39068	1305	7039.436975	1305
181	77441.83919	1305	7039.913232	1305
182	76405.07518	1305	6970.401778	1305
183	75606.62543	1305	6941.249201	1305
184	75171.10952	1305	6922.741523	1305
185	74334.95406	1305	6867.171996	1305
186	73485.56562	1305	6843.980498	1305
187	72637.25336	1305	6802.573838	1305
188	72064.78703	1305	6772.242688	1305
189	71412.15749	1305	6732.261015	1305
190	70825.94587	1305	6700.39513	1305
191	70709.8867	1305	6694.895514	1305
192	70485.14195	1305	6680.484177	1305
193	70202.01397	1305	6670.469682	1305
194	70141.75761	1305	6667.986327	1305
195	70142.67347	1305	6668.262969	1305
196	69622.8337	1305	6639.718206	1305
197	69659.28258	1305	6639.897734	1305
198	69571.39639	1305	6635.015559	1305
199	69568.09364	1305	6633.370471	1305
200	69519.0558	1305	6630.550328	1305
201	69417.96126	1305	6624.157837	1305
202	68760.85682	1305	6600.157353	1305
203	68694.51617	1305	6592.486014	1305
204	68254.91012	1305	6568.988549	1305
205	67370.13844	1305	6515.469846	1305
206	67370.73203	1305	6515.760941	1305
207	67007.32478	1305	6490.644552	1305
208	66177.56268	1305	6445.102321	1305
209	66177.97822	1305	6445.327816	1305
210	65480.57978	1305	6401.287468	1305
211	64840.57396	1305	6366.246628	1305
212	64407.65944	1305	6349.350152	1305
213	64250.11622	1305	6332.186329	1305
214	64250.864	1305	6332.384539	1305
215	64251.61699	1305	6332.588683	1305
216	63498.01982	1305	6300.431161	1305
217	62969.37474	1305	6266.86727	1305
218	62641.02442	1305	6239.384663	1305
219	62642.14093	1305	6239.569983	1305
220	61706.89962	1305	6168.196166	1305
221	61709.36023	1305	6167.866808	1305
222	61709.81129	1305	6168.019539	1305
223	61576.42293	1305	6162.118009	1305
224	60838.99375	1305	6131.063653	1305
225	60839.20085	1305	6131.059938	1305
226	60787.25273	1305	6126.973609	1305
227	60219.04381	1305	6087.813577	1305
228	59933.32361	1305	6065.7923	1305
229	59351.27444	1305	6053.026303	1305
230	58747.77677	1305	6019.936142	1305
231	58743.23679	1305	6017.863273	1305
232	58279.94193	1305	6007.371122	1305
233	57856.87503	1305	5980.885599	1305
234	57117.34949	1305	5946.104064	1305
235	56610.01572	1305	5913.628765	1305
236	56496.38407	1305	5908.192315	1305
237	56408.84229	1305	5902.93164	1305
238	56409.86751	1305	5903.092055	1305
239	56409.27833	1305	5904.733974	1305
240	56364.57677	1305	5898.622666	1305
241	55991.49189	1305	5889.768953	1305
242	55657.26363	1305	5876.132664	1305
243	55571.23677	1305	5872.174894	1305
244	55509.67578	1305	5867.734413	1305
245	55174.54437	1305	5851.29978	1305
246	54909.89817	1305	5840.924739	1305
247	54731.40146	1305	5829.239466	1305
248	54299.10852	1305	5810.144036	1305
249	53610.67254	1305	5755.41409	1305
250	53357.41522	1305	5732.905368	1305
251	53337.04159	1305	5731.579232	1305
252	52966.03163	1305	5707.963324	1305
253	52788.60553	1305	5706.149832	1305
254	52782.8949	1305	5705.295198	1305
255	52545.98537	1305	5685.435071	1305
256	52412.9664	1305	5670.223287	1305
257	51957.08932	1305	5639.892045	1305
258	51921.40989	1305	5637.761693	1305
259	51879.5856	1305	5633.789516	1305
260	51701.49951	1305	5613.807653	1305
261	51340.10291	1305	5595.575277	1305
262	51019.62661	1305	5571.850347	1305
263	50800.58418	1305	5549.71885	1305
264	50771.93095	1305	5547.829933	1305
265	50473.22857	1305	5535.042307	1305
266	50306.04054	1305	5523.824614	1305
267	50076.07785	1305	5507.337725	1305
268	50096.64011	1305	5510.291434	1305
269	49814.07145	1305	5488.993313	1305
270	49796.44904	1305	5487.931075	1305
271	49409.50449	1305	5466.202224	1305
272	49204.29534	1305	5453.796969	1305
273	48755.767	1305	5424.893337	1305
274	48581.39426	1305	5419.649899	1305
275	48203.17758	1305	5380.492192	1305
276	48060.13678	1305	5368.395545	1305
277	48001.83578	1305	5366.617297	1305
278	47736.32277	1305	5358.947336	1305
279	47710.92683	1305	5357.219342	1305
280	47459.93825	1305	5333.383649	1305
281	47427.87592	1305	5332.903381	1305
282	47389.64094	1305	5330.30968	1305
283	47210.20344	1305	5313.764384	1305
284	47210.72148	1305	5313.86187	1305
285	46871.37937	1305	5294.910995	1305
286	46340.95653	1305	5261.967586	1305
287	46206.08516	1305	5247.241359	1305
288	46104.07602	1305	5234.22684	1305
289	45912.90464	1305	5214.706664	1305
290	45693.70257	1305	5211.496359	1305
291	45495.24191	1305	5199.222198	1305
292	45466.38738	1305	5197.252721	1305
293	45410.51913	1305	5194.453449	1305
294	44932.39779	1305	5162.883024	1305
295	44904.2108	1305	5160.759086	1305
296	44417.4938	1305	5125.907262	1305
297	44146.65863	1305	5106.762697	1305
298	44054.27556	1305	5099.520626	1305
299	44021.38109	1305	5097.158906	1305
300	43998.49559	1305	5096.258843	1305
301	43802.07266	1305	5076.435786	1305
302	43784.59395	1305	5074.651304	1305
303	43641.67102	1305	5060.986058	1305
304	43425.60359	1305	5042.063859	1305
305	43423.61813	1305	5042.048312	1305
306	43165.44548	1305	5020.925826	1305
307	43115.81241	1305	5017.767148	1305
308	43066.95007	1305	5016.969299	1305
309	42965.08746	1305	5008.838473	1305
310	42860.38441	1305	5002.457191	1305
311	42451.67199	1305	4967.471149	1305
312	42428.15882	1305	4966.600937	1305
313	42249.94052	1305	4951.097347	1305
314	42206.87025	1305	4947.114773	1305
315	42170.96833	1305	4945.435825	1305
316	41905.5486	1305	4925.269261	1305
317	41597.03342	1305	4909.515207	1305
318	41585.43919	1305	4909.367093	1305
319	41505.51951	1305	4899.45697	1305
320	41376.19311	1305	4885.345861	1305
321	41243.22909	1305	4879.097569	1305
322	40961.81356	1305	4858.98167	1305
323	40936.95664	1305	4855.05908	1305
324	40920.08688	1305	4852.997653	1305
325	40665.79683	1305	4842.347951	1305
326	40506.93394	1305	4835.584118	1305
327	40515.08577	1305	4834.343509	1305
328	40474.5297	1305	4831.681651	1305
329	40453.97545	1305	4828.570022	1305
330	40451.54088	1305	4828.228856	1305
331	40403.13115	1305	4820.425974	1305
332	40174.59553	1305	4804.538109	1305
333	39853.69325	1305	4777.792146	1305
334	39643.77778	1305	4759.328191	1305
335	39308.48709	1305	4736.306112	1305
336	39044.90405	1305	4709.395384	1305
337	38953.59762	1305	4704.646539	1305
338	38736.71007	1305	4689.452202	1305
339	38472.42626	1305	4666.352337	1305
340	38472.59589	1305	4666.478115	1305
341	38285.60485	1305	4653.35678	1305
342	38140.36942	1305	4640.93372	1305
343	37835.45375	1305	4612.609267	1305
344	37786.33351	1305	4606.630512	1305
345	37455.6445	1305	4583.487156	1305
346	37293.70415	1305	4569.0776	1305
347	37149.94483	1305	4556.858668	1305
348	37150.3272	1305	4556.909239	1305
349	36872.86045	1305	4536.999808	1305
350	36819.64403	1305	4531.20396	1305
351	36811.87146	1305	4532.230969	1305
352	36812.11566	1305	4532.284906	1305
353	36817.31861	1305	4532.687365	1305
354	36659.79512	1305	4521.638939	1305
355	36394.23382	1305	4503.122611	1305
356	36392.00812	1305	4503.720998	1305
357	36343.67298	1305	4497.718208	1305
358	36335.82422	1305	4496.799386	1305
359	36336.05724	1305	4496.845611	1305
360	36228.35019	1305	4490.916759	1305
361	36223.16143	1305	4490.419273	1305
362	36112.26288	1305	4478.025488	1305
363	36064.77129	1305	4473.534876	1305
364	36064.97129	1305	4473.575548	1305
365	36045.10232	1305	4470.146419	1305
366	36045.25323	1305	4470.212545	1305
367	36004.05061	1305	4467.556762	1305
368	35943.60109	1305	4462.813239	1305
369	35941.46889	1305	4461.988644	1305
370	35795.06912	1305	4453.309255	1305
371	35663.40018	1305	4444.383289	1305
372	35663.66426	1305	4444.415135	1305
373	35589.83032	1305	4438.883386	1305
374	35563.5905	1305	4437.873168	1305
375	35563.79708	1305	4437.896523	1305
376	35303.06433	1305	4414.522462	1305
377	35165.97577	1305	4399.471488	1305
378	34998.95989	1305	4393.943415	1305
379	34999.02078	1305	4394.013123	1305
380	34685.42078	1305	4379.727399	1305
381	34408.78775	1305	4354.794809	1305
382	34405.02542	1305	4354.361081	1305
383	34308.15737	1305	4343.042182	1305
384	34272.28048	1305	4341.892731	1305
385	34133.40243	1305	4331.543143	1305
386	34098.51727	1305	4329.269929	1305
387	34023.64329	1305	4323.817707	1305
388	33781.13809	1305	4308.046295	1305
389	33746.0149	1305	4306.426439	1305
390	33647.30392	1305	4295.966637	1305
391	33641.94251	1305	4296.01387	1305
392	33523.09618	1305	4290.320982	1305
393	33438.62092	1305	4284.986599	1305
394	33283.31252	1305	4263.029227	1305
395	33116.37778	1305	4244.807063	1305
396	33033.89822	1305	4238.259679	1305
397	32991.10956	1305	4232.578018	1305
398	32992.14107	1305	4230.975169	1305
399	32978.36361	1305	4231.268453	1305
400	32674.6205	1305	4215.917625	1305
401	32626.9246	1305	4212.060409	1305
402	32584.14404	1305	4208.109799	1305
403	32590.6435	1305	4207.148131	1305
404	32492.32953	1305	4194.816978	1305
405	32439.35681	1305	4193.29502	1305
406	32441.47603	1305	4193.23646	1305
407	32439.31003	1305	4194.156499	1305
408	32383.02609	1305	4191.723906	1305
409	32354.85224	1305	4190.027717	1305
410	32214.89408	1305	4177.440066	1305
411	32173.49861	1305	4176.620439	1305
412	32036.65304	1305	4162.898273	1305
413	32036.71487	1305	4163.604791	1305
414	31965.54783	1305	4160.270979	1305
415	31791.72108	1305	4145.97266	1305
416	31775.38347	1305	4145.61504	1305
417	31688.98417	1305	4135.955313	1305
418	31604.49304	1305	4125.1436	1305
419	31376.93106	1305	4112.827803	1305
420	31366.94962	1305	4111.973284	1305
421	31339.3526	1305	4110.771279	1305
422	31136.60175	1305	4098.68989	1305
423	30968.19352	1305	4085.451834	1305
424	30756.99522	1305	4072.857348	1305
425	30618.57348	1305	4062.351004	1305
426	30496.00034	1305	4049.676441	1305
427	30301.29941	1305	4032.731442	1305
428	30256.34179	1305	4027.004984	1305
429	30197.78455	1305	4023.495267	1305
430	30051.43735	1305	4017.277978	1305
431	30051.80606	1305	4017.353341	1305
432	30004.16054	1305	4007.870151	1305
433	29903.66539	1305	4002.66347	1305
434	29828.25605	1305	3995.335725	1305
435	29763.14402	1305	3990.762461	1305
436	29691.30328	1305	3981.165682	1305
437	29664.89082	1305	3979.343766	1305
438	29669.25789	1305	3980.028075	1305
439	29541.59322	1305	3970.828731	1305
440	29523.07418	1305	3968.584077	1305
441	29406.61997	1305	3956.966548	1305
442	29381.66367	1305	3954.254149	1305
443	29282.02399	1305	3938.071517	1305
444	29275.2513	1305	3938.610128	1305
445	29275.73281	1305	3939.239022	1305
446	29219.88843	1305	3932.154688	1305
447	29080.26719	1305	3920.707087	1305
448	28978.76039	1305	3912.069164	1305
449	28971.2452	1305	3910.948262	1305
450	28892.47558	1305	3902.828811	1305
451	28805.16056	1305	3896.823941	1305
452	28792.66276	1305	3896.808581	1305
453	28769.07945	1305	3895.143018	1305
454	28779.32082	1305	3895.377569	1305
455	28680.83112	1305	3890.71882	1305
456	28666.58024	1305	3888.900415	1305
457	28639.28939	1305	3885.057961	1305
458	28627.16569	1305	3883.67473	1305
459	28581.29918	1305	3881.575174	1305
460	28495.727	1305	3871.611007	1305
461	28309.87326	1305	3862.019713	1305
462	28233.3243	1305	3851.974117	1305
463	28202.84043	1305	3850.243204	1305
464	28111.09873	1305	3838.728116	1305
465	28039.22387	1305	3832.969375	1305
466	27940.19616	1305	3823.850367	1305
467	27934.63174	1305	3823.159365	1305
468	27913.85447	1305	3822.134671	1305
469	27850.51196	1305	3815.790557	1305
470	27855.69567	1305	3815.591529	1305
471	27802.74866	1305	3810.871208	1305
472	27728.74568	1305	3807.267022	1305
473	27613.51079	1305	3800.270298	1305
474	27543.3198	1305	3795.135748	1305
475	27375.3616	1305	3777.775744	1305
476	27254.33219	1305	3771.001383	1305
477	27189.00919	1305	3764.412559	1305
478	27121.07125	1305	3761.812936	1305
479	27112.15256	1305	3760.790732	1305
480	27017.78299	1305	3749.235614	1305
481	27018.03668	1305	3749.311205	1305
482	26975.61773	1305	3746.94104	1305
483	26931.07421	1305	3743.025317	1305
484	26865.14504	1305	3737.530879	1305
485	26847.81205	1305	3736.495085	1305
486	26848.22872	1305	3736.608474	1305
487	26785.00845	1305	3728.08527	1305
488	26780.23656	1305	3726.562778	1305
489	26793.9926	1305	3727.922544	1305
490	26792.9256	1305	3726.748603	1305
491	26732.50369	1305	3721.408377	1305
492	26630.57977	1305	3710.39774	1305
493	26613.25242	1305	3709.412039	1305
494	26612.45648	1305	3708.024534	1305
495	26572.21126	1305	3704.061244	1305
496	26544.23215	1305	3703.030866	1305
497	26538.92945	1305	3702.538439	1305
498	26459.74844	1305	3690.130679	1305
499	26374.33069	1305	3683.0545	1305
500	26362.10971	1305	3682.556929	1305
501	26202.63033	1305	3669.575776	1305
502	26149.93539	1305	3665.347735	1305
503	26053.938	1305	3650.813264	1305
504	26046.36617	1305	3649.878491	1305
505	25990.51217	1305	3641.328299	1305
506	25975.31596	1305	3640.467594	1305
507	25902.12843	1305	3630.562384	1305
508	25902.87575	1305	3629.759849	1305
509	25797.61737	1305	3619.882737	1305
510	25724.79161	1305	3611.137779	1305
511	25716.08878	1305	3610.41036	1305
512	25662.05521	1305	3603.256822	1305
513	25642.17488	1305	3602.610407	1305
514	25574.74052	1305	3593.074693	1305
515	25559.59387	1305	3592.317513	1305
516	25518.47527	1305	3586.249627	1305
517	25518.69605	1305	3586.293765	1305
518	25421.03417	1305	3579.744975	1305
519	25428.51935	1305	3580.23736	1305
520	25331.51118	1305	3569.32624	1305
521	25254.61351	1305	3564.118654	1305
522	25170.77189	1305	3558.669574	1305
523	25101.82195	1305	3556.440515	1305
524	25102.06582	1305	3556.488217	1305
525	24995.91406	1305	3547.568664	1305
526	24944.66501	1305	3540.152018	1305
527	24901.95048	1305	3533.452653	1305
528	24902.07705	1305	3533.478025	1305
529	24817.40838	1305	3522.574146	1305
530	24816.44453	1305	3522.615748	1305
531	24720.91812	1305	3514.781316	1305
532	24725.20059	1305	3514.927316	1305
533	24709.63548	1305	3511.47792	1305
534	24657.54097	1305	3503.092934	1305
535	24583.86236	1305	3497.945983	1305
536	24601.45592	1305	3500.185778	1305
537	24546.95898	1305	3495.181854	1305
538	24545.60876	1305	3494.82785	1305
539	24545.70997	1305	3494.88139	1305
540	24545.39363	1305	3494.651766	1305
541	24517.67302	1305	3488.373374	1305
542	24518.66693	1305	3488.165858	1305
543	24508.13128	1305	3488.95484	1305
544	24462.26604	1305	3482.216326	1305
545	24440.70275	1305	3478.696988	1305
546	24370.86302	1305	3474.247894	1305
547	24344.59446	1305	3470.649176	1305
548	24234.08955	1305	3462.263057	1305
549	24202.6794	1305	3457.111157	1305
550	24091.58377	1305	3445.620809	1305
551	24091.71336	1305	3445.650702	1305
552	24032.57044	1305	3441.712973	1305
553	23985.04453	1305	3434.339687	1305
554	23974.41402	1305	3432.606077	1305
555	24004.43015	1305	3433.550269	1305
556	23984.26874	1305	3431.706131	1305
557	23908.47251	1305	3421.884438	1305
558	23857.25203	1305	3419.230338	1305
559	23854.57601	1305	3418.589416	1305
560	23817.59754	1305	3415.433193	1305
561	23800.18747	1305	3408.28898	1305
562	23795.75833	1305	3407.822903	1305
563	23798.45472	1305	3408.050992	1305
564	23777.79584	1305	3405.718018	1305
565	23756.8605	1305	3401.828598	1305
566	23755.40984	1305	3402.086887	1305
567	23729.8414	1305	3400.346637	1305
568	23728.64992	1305	3400.148691	1305
569	23635.48079	1305	3382.697235	1305
570	23596.47515	1305	3377.950797	1305
571	23516.16294	1305	3369.301199	1305
572	23477.08646	1305	3366.762009	1305
573	23477.38294	1305	3366.871461	1305
574	23432.59321	1305	3362.969755	1305
575	23428.51341	1305	3362.754661	1305
576	23362.16781	1305	3356.894066	1305
577	23310.84654	1305	3351.929227	1305
578	23291.88422	1305	3347.882769	1305
579	23313.29448	1305	3348.768542	1305
580	23336.98404	1305	3349.393632	1305
581	23322.54608	1305	3348.403418	1305
582	23254.19628	1305	3339.795143	1305
583	23250.04143	1305	3339.539337	1305
584	23177.32861	1305	3331.541461	1305
585	23163.39428	1305	3330.390233	1305
586	23122.08481	1305	3325.217278	1305
587	23059.47064	1305	3316.365263	1305
588	23028.94839	1305	3311.13093	1305
589	23007.0837	1305	3310.191879	1305
590	22943.29172	1305	3303.21403	1305
591	22927.30587	1305	3300.273173	1305
592	22919.83084	1305	3298.524937	1305
593	22854.79143	1305	3290.524436	1305
594	22799.63378	1305	3286.430155	1305
595	22769.35346	1305	3283.725038	1305
596	22719.98184	1305	3278.628845	1305
597	22719.1975	1305	3278.53361	1305
598	22679.60037	1305	3275.567942	1305
599	22623.78587	1305	3270.173962	1305
600	22560.28376	1305	3263.34252	1305
601	22553.3556	1305	3262.642837	1305
602	22553.21497	1305	3262.334934	1305
603	22514.69098	1305	3259.516506	1305
604	22479.62357	1305	3258.599949	1305
605	22467.39432	1305	3258.818326	1305
606	22442.74109	1305	3256.758702	1305
607	22438.11082	1305	3256.304868	1305
608	22380.85336	1305	3249.05974	1305
609	22368.31099	1305	3243.017056	1305
610	22366.36575	1305	3242.674523	1305
611	22353.33325	1305	3241.028824	1305
612	22308.02463	1305	3233.721787	1305
613	22253.86926	1305	3226.262067	1305
614	22214.00831	1305	3220.504644	1305
615	22186.31239	1305	3218.206743	1305
616	22157.96194	1305	3214.439153	1305
617	22158.48805	1305	3214.281053	1305
618	22137.67002	1305	3210.948276	1305
619	22080.48168	1305	3207.324868	1305
620	22070.74514	1305	3207.177242	1305
621	22041.23176	1305	3204.221296	1305
622	21994.76034	1305	3199.987868	1305
623	21900.49769	1305	3194.307465	1305
624	21885.05511	1305	3188.623699	1305
625	21885.14483	1305	3188.63816	1305
626	21889.32164	1305	3188.824777	1305
627	21867.2475	1305	3187.195149	1305
628	21862.29803	1305	3185.92855	1305
629	21862.35402	1305	3185.944183	1305
630	21854.12075	1305	3184.966627	1305
631	21854.20831	1305	3185.018416	1305
632	21837.04733	1305	3184.249766	1305
633	21817.11119	1305	3179.721831	1305
634	21732.17229	1305	3174.558684	1305
635	21698.12604	1305	3171.237425	1305
636	21665.38316	1305	3165.18231	1305
637	21644.10946	1305	3162.779857	1305
638	21604.13923	1305	3155.884332	1305
639	21584.51671	1305	3154.660677	1305
640	21551.6953	1305	3149.273238	1305
641	21460.95657	1305	3135.232116	1305
642	21459.64024	1305	3135.344418	1305
643	21474.76372	1305	3135.894624	1305
644	21462.50446	1305	3134.129516	1305
645	21439.86401	1305	3131.039255	1305
646	21432.88838	1305	3129.801466	1305
647	21354.38442	1305	3125.653797	1305
648	21322.68233	1305	3121.46513	1305
649	21317.63295	1305	3121.025644	1305
650	21309.1677	1305	3117.850404	1305
651	21281.19392	1305	3114.756081	1305
652	21250.21796	1305	3111.553546	1305
653	21231.97797	1305	3108.58847	1305
654	21207.79688	1305	3104.716874	1305
655	21217.90628	1305	3105.010262	1305
656	21217.80085	1305	3105.068956	1305
657	21179.39912	1305	3099.901796	1305
658	21179.47107	1305	3099.93273	1305
659	21179.39854	1305	3099.880877	1305
660	21134.55164	1305	3096.394912	1305
661	21110.03829	1305	3091.602554	1305
662	21067.29454	1305	3085.513853	1305
663	21067.32611	1305	3085.53073	1305
664	21051.59862	1305	3084.255099	1305
665	21031.80683	1305	3082.537446	1305
666	21001.16388	1305	3078.487344	1305
667	20981.24335	1305	3076.527383	1305
668	20970.01918	1305	3075.399372	1305
669	20964.83908	1305	3075.045243	1305
670	20953.24664	1305	3073.745268	1305
671	20908.97319	1305	3068.94725	1305
672	20866.47965	1305	3061.61897	1305
673	20831.8389	1305	3059.370353	1305
674	20798.81325	1305	3053.479023	1305
675	20762.58663	1305	3047.384583	1305
676	20760.88096	1305	3047.407023	1305
677	20654.07466	1305	3042.112216	1305
678	20651.43118	1305	3041.743123	1305
679	20633.79008	1305	3038.942021	1305
680	20631.34702	1305	3038.977906	1305
681	20574.69683	1305	3033.563479	1305
682	20544.68277	1305	3028.105852	1305
683	20544.70109	1305	3028.087686	1305
684	20531.40366	1305	3024.90975	1305
685	20490.24046	1305	3022.023044	1305
686	20489.6255	1305	3022.314755	1305
687	20477.40583	1305	3021.79949	1305
688	20406.99119	1305	3015.754793	1305
689	20406.94053	1305	3015.685963	1305
690	20372.31739	1305	3014.363453	1305
691	20313.80379	1305	3007.790731	1305
692	20308.337	1305	3007.790072	1305
693	20306.04609	1305	3007.510727	1305
694	20302.29157	1305	3007.207529	1305
695	20288.19207	1305	3005.305977	1305
696	20288.20173	1305	3005.308817	1305
