iter	RMSE
358	2.958092848
359	2.951154029
360	2.948459522
361	2.937491443
362	2.934424865
363	2.930557992
364	2.925921644
365	2.923618777
366	2.919282509
367	2.915607902
368	2.911499339
369	2.907377414
370	2.902796542
371	2.895441763
372	2.885328823
373	2.882247592
374	2.87696168
375	2.871133051
376	2.866760463
377	2.861093977
378	2.857396304
379	2.851985968
380	2.844233832
381	2.830227066
382	2.827403516
383	2.816666096
384	2.813819793
385	2.809523452
386	2.8048891
387	2.793220457
388	2.787889501
389	2.783299348
390	2.778586171
391	2.774160974
392	2.770892331
393	2.768347694
394	2.762850929
395	2.757833815
396	2.750010016
397	2.739746953
398	2.734650254
399	2.7250247
400	2.719628011
401	2.716029789
402	2.702284377
403	2.695281204
404	2.686900726
405	2.681171413
406	2.675121534
407	2.670511452
408	2.666157513
409	2.660424669
410	2.651141745
411	2.638180893
412	2.63478509
413	2.6302778
414	2.625815373
415	2.619480722
416	2.607716418
417	2.603701272
418	2.593390018
419	2.588864009
420	2.582742049
421	2.57819841
422	2.573780617
423	2.562609792
424	2.558070349
425	2.554164678
426	2.547356615
427	2.545043787
428	2.541305832
429	2.535515489
430	2.530925297
431	2.519355203
432	2.513028671
433	2.512746698
434	2.509772795
435	2.505097229
436	2.499754511
437	2.496681839
438	2.493234138
439	2.48894518
440	2.485048222
441	2.480858389
442	2.476774221
443	2.474209013
444	2.464935017
445	2.459225772
446	2.456284837
447	2.456155326
448	2.447524311
449	2.44530392
450	2.439744402
451	2.434649457
452	2.430468186
453	2.425172222
454	2.416854565
455	2.41427682
456	2.409423662
457	2.404441211
458	2.401359849
459	2.396363907
460	2.3928338
461	2.38465301
462	2.381502806
463	2.375064619
464	2.372599287
465	2.367885317
466	2.36477947
467	2.364350706
468	2.359597928
469	2.356696709
470	2.353916441
471	2.349824392
472	2.340084728
473	2.335551292
474	2.332349868
475	2.329470566
476	2.325905839
477	2.325602403
478	2.321335511
479	2.313993356
480	2.310724666
481	2.307464325
482	2.30736657
483	2.298895467
484	2.294490578
485	2.291177607
486	2.288918973
487	2.280947848
488	2.277027606
489	2.272927458
490	2.267972834
491	2.264029421
492	2.261272847
493	2.254928065
494	2.246085904
495	2.243030096
496	2.238162337
497	2.234207409
498	2.231671847
499	2.227131423
500	2.22310379
501	2.217861278
502	2.214786649
503	2.213777026
504	2.211781133
505	2.206353061
506	2.200663412
507	2.199438592
508	2.195982057
509	2.192031516
510	2.187070402
511	2.183972873
512	2.183428736
513	2.176426706
514	2.174880573
515	2.171657674
516	2.169573587
517	2.165328851
518	2.161672627
519	2.15766946
520	2.155811643
521	2.150190879
522	2.146381603
523	2.140950264
524	2.137149216
525	2.13353533
526	2.130795101
527	2.124470669
528	2.122392994
529	2.118733243
530	2.111567263
531	2.108381294
532	2.103448587
533	2.097582551
534	2.096160991
535	2.095146069
536	2.089619556
537	2.083022742
538	2.081212323
539	2.076467147
540	2.070840098
541	2.069240175
542	2.066559731
543	2.065009219
544	2.057797422
545	2.055643768
546	2.050861294
547	2.046270694
548	2.042961091
549	2.03803085
550	2.036427865
551	2.032006953
552	2.030472072
553	2.026575275
554	2.023804699
555	2.019316157
556	2.014315143
557	2.01168145
558	2.010481876
559	2.008246206
560	2.002861347
561	2.000636579
562	1.99972521
563	1.9915072
564	1.989170238
565	1.98495374
566	1.981666012
567	1.978319398
568	1.975850775
569	1.973117049
570	1.971375429
571	1.967219407
572	1.96442974
573	1.957948352
574	1.955343255
575	1.952597574
576	1.948217667
577	1.944383414
578	1.93950026
579	1.93662562
580	1.931557498
581	1.929930972
582	1.926449615
583	1.921713553
584	1.919387389
585	1.914658326
586	1.911022866
587	1.908488403
588	1.90846256
589	1.907217802
590	1.904652953
591	1.901244988
592	1.899348618
593	1.895729114
594	1.892886277
595	1.887747858
596	1.884868365
597	1.881831896
598	1.874274888
599	1.870473355
600	1.867704329
601	1.862336229
602	1.860229218
603	1.856461938
604	1.854120451
605	1.851959885
606	1.849669938
607	1.847920505
608	1.840966342
609	1.837505432
610	1.83611446
611	1.832806473
612	1.827949987
613	1.824357988
614	1.82142304
615	1.819950362
616	1.815096688
617	1.812682387
618	1.80674355
619	1.801511446
620	1.797790525
621	1.79589657
622	1.793516108
623	1.791255929
624	1.788452722
625	1.787088461
626	1.78401004
627	1.780889977
628	1.779817756
629	1.77712329
630	1.775095199
631	1.773690497
632	1.768605163
633	1.767048866
634	1.765189301
635	1.761176137
636	1.758423089
637	1.754046884
638	1.754018973
639	1.752376648
640	1.749703751
641	1.747098186
642	1.743427675
643	1.740719326
644	1.738527097
645	1.734052684
646	1.730008011
647	1.729362688
648	1.725595344
649	1.724446518
650	1.72227931
651	1.719878441
652	1.717681795
653	1.71487697
654	1.710509818
655	1.707146404
656	1.705948721
657	1.703727917
658	1.700867939
659	1.695892107
660	1.691752752
661	1.687195243
662	1.684611457
663	1.683267737
664	1.676555523
665	1.674928564
666	1.672840232
667	1.671057306
668	1.666977107
669	1.664463729
670	1.662777034
671	1.661478072
672	1.658978037
673	1.656833334
674	1.655297027
675	1.652854679
676	1.650370602
677	1.646798788
678	1.643486188
679	1.64109536
680	1.637872278
681	1.636225911
682	1.635455052
683	1.632472398
684	1.63072628
685	1.628500699
686	1.623741137
687	1.619214499
688	1.617712974
689	1.616407798
690	1.614666337
691	1.613612759
692	1.611254402
693	1.60913663
694	1.608283733
695	1.606815268
696	1.603359087
697	1.6011693
698	1.5984065
699	1.596362398
700	1.594425193
701	1.592266256
702	1.589706667
703	1.58861403
704	1.586658409
705	1.583654576
706	1.580924736
707	1.579461552
708	1.577828662
709	1.574652973
710	1.572587787
711	1.570131539
712	1.568987438
713	1.566388705
714	1.566001123
715	1.562727582
716	1.561505958
717	1.559587831
718	1.556561833
719	1.554937968
720	1.551718174
721	1.548439435
722	1.546494608
723	1.543680539
724	1.542277337
725	1.540925828
726	1.540151646
727	1.537629892
728	1.535426693
729	1.533099606
730	1.530441218
731	1.527550596
732	1.525775033
733	1.522569087
734	1.520915712
735	1.519494833
736	1.518046789
737	1.516560286
738	1.513514105
739	1.509407548
740	1.505823169
741	1.504560084
742	1.502188567
743	1.500765846
744	1.500057878
745	1.49879313
746	1.496958645
747	1.494623545
748	1.49364251
749	1.492543475
750	1.491933656
751	1.488400084
752	1.486316671
753	1.485083543
754	1.482722711
755	1.481004491
756	1.479146724
757	1.477084925
758	1.473469323
759	1.471747005
760	1.470173836
761	1.468379546
762	1.466999542
763	1.465370021
764	1.462745464
765	1.461999406
766	1.460613179
767	1.45904828
768	1.456814829
769	1.454538776
770	1.452407105
771	1.450517757
772	1.449334564
773	1.444610769
774	1.443019457
775	1.440002132
776	1.437518995
777	1.435858705
778	1.433938352
779	1.431242766
780	1.429632305
781	1.427781381
782	1.427157437
783	1.424176481
784	1.422582349
785	1.42063947
786	1.419269961
787	1.417001455
788	1.415881036
789	1.41471841
790	1.411902222
791	1.410654486
792	1.408049903
793	1.407364729
794	1.406036794
795	1.404728275
796	1.403303155
797	1.401953841
798	1.400745005
799	1.399287368
800	1.395362021
801	1.394770446
802	1.393364878
803	1.391617793
804	1.389479306
805	1.388337975
806	1.385892626
807	1.385283094
808	1.383397638
809	1.381802415
810	1.380488776
811	1.379395994
812	1.377410432
813	1.375300249
814	1.374311457
815	1.373284755
816	1.370556955
817	1.36761297
818	1.363226983
819	1.361997349
820	1.360807092
821	1.358546357
822	1.357544445
823	1.355906837
824	1.354095056
825	1.351393134
826	1.349410371
827	1.348315231
828	1.346853303
829	1.345468643
830	1.344251004
831	1.342523613
832	1.340943767
833	1.338750509
834	1.337082076
835	1.335880863
836	1.335732346
837	1.33470059
838	1.333834083
839	1.332245403
840	1.330805996
841	1.329800807
842	1.328642883
843	1.326662066
844	1.324796326
845	1.322790715
846	1.321784269
847	1.320797819
848	1.319295211
849	1.318701638
850	1.31675312
851	1.316531418
852	1.315949795
853	1.314667663
854	1.31409007
855	1.312109513
856	1.311450736
857	1.309607489
858	1.308711298
859	1.306563624
860	1.306079232
861	1.30462954
862	1.302575124
863	1.301215142
864	1.299117755
865	1.297657931
866	1.29468349
867	1.293461519
868	1.292793692
869	1.290656825
870	1.287730776
871	1.285826984
872	1.284728984
873	1.283012263
874	1.280816565
875	1.278824952
876	1.277617491
877	1.276061987
878	1.274536514
879	1.273119118
880	1.271977747
881	1.271343293
882	1.270967762
883	1.268535992
884	1.268137884
885	1.266479449
886	1.265242593
887	1.264398539
888	1.263286141
889	1.261568877
890	1.26059366
891	1.257997364
892	1.256690543
893	1.255760193
894	1.253752636
895	1.251771437
896	1.249931604
897	1.248100013
898	1.24641868
899	1.244195308
900	1.243071014
901	1.242448241
902	1.241389213
903	1.240112957
904	1.239140947
905	1.237908785
906	1.236762358
907	1.236038505
908	1.233982787
909	1.23290342
910	1.231230728
911	1.229135501
912	1.227727128
913	1.226952612
914	1.225786611
915	1.224320686
916	1.222622597
917	1.221640061
918	1.218658145
919	1.216738635
920	1.21607103
921	1.215408744
922	1.214122995
923	1.212442757
924	1.212030136
925	1.210554635
926	1.209608532
927	1.206810437
928	1.205892593
929	1.204584612
930	1.203552364
931	1.202693715
932	1.201733226
933	1.200988076
934	1.199901541
935	1.199730605
936	1.199033912
937	1.198059304
938	1.195940509
939	1.195224728
940	1.193963505
941	1.192767836
942	1.191587753
943	1.190842876
944	1.189479418
945	1.187802058
946	1.186674687
947	1.185567953
948	1.184237693
949	1.182786751
950	1.182026111
951	1.181361404
952	1.180477138
953	1.178221521
954	1.177694136
955	1.176789714
956	1.175292015
957	1.174213536
958	1.173221709
959	1.172368372
960	1.171194499
961	1.169984654
962	1.169069377
963	1.167357131
964	1.166289211
965	1.165922512
966	1.163342364
967	1.16068029
968	1.159005064
969	1.156951454
970	1.155067236
971	1.153224323
972	1.1519055
973	1.150113956
974	1.149070952
975	1.14676418
976	1.144658471
977	1.144128766
978	1.143487171
979	1.14235956
980	1.141819128
981	1.140988664
982	1.140142549
983	1.139020013
984	1.138917686
985	1.138129887
986	1.136786213
987	1.13474633
988	1.132721931
989	1.13237028
990	1.131496937
991	1.128402637
992	1.127719572
993	1.12615432
994	1.125333242
995	1.124624382
996	1.123691662
997	1.122979601
998	1.121621171
999	1.120351279
1000	1.118620928
1001	1.117434846
1002	1.116668035
1003	1.116125598
1004	1.115470458
1005	1.113431156
1006	1.112372199
1007	1.111314895
1008	1.110562065
1009	1.108605381
1010	1.107633405
1011	1.106260064
1012	1.105008313
1013	1.103630364
1014	1.102298857
1015	1.10086547
1016	1.100171404
1017	1.099134415
1018	1.098109126
1019	1.096709849
1020	1.095647207
1021	1.094442354
1022	1.093441831
1023	1.092326744
1024	1.090354156
1025	1.089538022
1026	1.088624868
1027	1.087981842
1028	1.086805863
1029	1.085743409
1030	1.085355189
1031	1.084656006
1032	1.083922529
1033	1.083056643
1034	1.081672152
1035	1.080556964
1036	1.07764141
1037	1.076768932
1038	1.075482923
1039	1.074526154
1040	1.073730143
1041	1.072792578
1042	1.071941634
1043	1.070266631
1044	1.069594833
1045	1.068558693
1046	1.067538244
1047	1.066540886
1048	1.06494392
1049	1.064258526
1050	1.063011769
1051	1.062495607
1052	1.061953139
1053	1.060800575
1054	1.059560312
1055	1.059131612
1056	1.058231343
1057	1.056836711
1058	1.054522858
1059	1.053127235
1060	1.051970631
1061	1.05087681
1062	1.05000497
1063	1.049536615
1064	1.048002918
1065	1.047411748
1066	1.046081379
1067	1.045022164
1068	1.044433618
1069	1.043890306
1070	1.042730599
1071	1.041368771
1072	1.040315759
1073	1.037840699
1074	1.036397112
1075	1.035869122
1076	1.034647292
1077	1.033444664
1078	1.031730671
1079	1.031089343
1080	1.030114383
1081	1.028970969
1082	1.028089588
1083	1.027340099
1084	1.026691478
1085	1.025864584
1086	1.024674275
1087	1.024154387
1088	1.023276545
1089	1.021921284
1090	1.020682087
1091	1.019378862
1092	1.018384392
1093	1.01679069
1094	1.015295357
1095	1.014832041
1096	1.014545327
1097	1.013350603
1098	1.012397102
1099	1.010843651
1100	1.009712724
1101	1.008611677
1102	1.007884367
1103	1.00748164
1104	1.00582409
1105	1.004968998
1106	1.003878859
1107	1.003153379
1108	1.002843374
1109	1.001617639
1110	1.000848277
1111	0.9991979744
1112	0.9984204311
1113	0.9976866975
1114	0.9968247157
1115	0.9957344423
1116	0.9947212069
1117	0.9940951477
1118	0.9928042075
1119	0.9920539453
1120	0.9913808904
1121	0.990150288
1122	0.9893320172
1123	0.9888212275
1124	0.9879318848
1125	0.9867975204
1126	0.9862739852
1127	0.9852170121
1128	0.9839983706
1129	0.9824051028
1130	0.9816610763
1131	0.9808325043
1132	0.9802176281
1133	0.9788720345
1134	0.9782460604
1135	0.9775229126
1136	0.9766761322
1137	0.9752040408
1138	0.9743880025
1139	0.9737362011
1140	0.9730434253
1141	0.9719396672
1142	0.9709800409
1143	0.9699928219
1144	0.9696874514
1145	0.968523077
1146	0.9676769293
1147	0.9666084452
1148	0.966011512
1149	0.9651558209
1150	0.9643126065
1151	0.9636526903
1152	0.9625148417
1153	0.9619279053
1154	0.9606419586
1155	0.9600118493
1156	0.9588690517
1157	0.9578134906
1158	0.9562760927
1159	0.955866794
1160	0.9547458991
1161	0.9540102694
1162	0.9529995177
1163	0.9529775728
1164	0.9521359699
1165	0.9515406589
1166	0.9511350488
1167	0.9500462464
1168	0.9483562651
1169	0.9477195823
1170	0.9472161999
1171	0.9463666246
1172	0.9454136251
1173	0.945025014
1174	0.9439087204
1175	0.9432493705
1176	0.9423919309
1177	0.9421108306
1178	0.9414846948
1179	0.9406819393
1180	0.9400515628
1181	0.9394650648
1182	0.9389395721
1183	0.9377657792
1184	0.936938008
1185	0.936502331
1186	0.9356270064
1187	0.9350282578
1188	0.9342598434
1189	0.9339734917
1190	0.9333277026
1191	0.9331051826
1192	0.9314699433
1193	0.9305608642
1194	0.9293164851
1195	0.9283771921
1196	0.9277145586
1197	0.9268124492
1198	0.9259254378
1199	0.9250928766
1200	0.9238905767
1201	0.9226371188
1202	0.9219015844
1203	0.9217574063
1204	0.9208140954
1205	0.920143279
1206	0.9196029328
1207	0.9187323437
1208	0.9174428144
1209	0.9164454817
1210	0.9158964733
1211	0.9153248988
1212	0.9146682047
1213	0.9140185981
1214	0.9134747448
1215	0.9128926756
1216	0.9119034081
1217	0.911485196
1218	0.911045413
1219	0.9102473006
1220	0.9093452021
1221	0.9089646457
1222	0.9082103568
1223	0.9061210098
1224	0.905493459
1225	0.9048840845
1226	0.9043377441
1227	0.9032444693
1228	0.9023119172
1229	0.9020217561
1230	0.9014395755
1231	0.9010790597
1232	0.9004089633
1233	0.8997939218
1234	0.899142203
1235	0.8987668841
1236	0.8981156733
1237	0.8972878459
1238	0.8961912466
1239	0.8953097746
1240	0.8944016621
1241	0.8934397218
1242	0.8927832402
1243	0.8908959216
1244	0.8895380616
1245	0.888828109
1246	0.8883478057
1247	0.8876402452
1248	0.8867284706
1249	0.8860849412
1250	0.8852228005
1251	0.8844415386
1252	0.8836678722
1253	0.882760318
1254	0.8822857829
1255	0.8815312381
1256	0.8808308235
1257	0.8802652442
1258	0.8796458905
1259	0.8791283754
1260	0.8782383255
1261	0.8774606619
1262	0.8765362432
1263	0.8762854931
1264	0.8760718127
1265	0.8756474263
1266	0.8751377061
1267	0.8742422907
1268	0.8737877571
1269	0.8721190979
1270	0.8711555065
1271	0.8703835745
1272	0.8693130806
1273	0.8684848574
1274	0.8678407823
1275	0.8663146765
1276	0.8657396597
1277	0.8650703382
1278	0.8644492898
1279	0.8640395611
1280	0.8636248702
1281	0.8629949986
1282	0.8622786258
1283	0.8619772362
1284	0.8610788427
1285	0.8605918083
1286	0.8597794266
1287	0.8589289315
1288	0.8581799472
1289	0.8574893007
1290	0.856781002
1291	0.8563292179
1292	0.8554836108
1293	0.8547459526
1294	0.8542540971
1295	0.8539137581
1296	0.8534109196
1297	0.8526491241
1298	0.8520473299
1299	0.8508050066
1300	0.8503614401
1301	0.8499856834
1302	0.8491634355
1303	0.8480499734
1304	0.8472446409
1305	0.8468086644
1306	0.8464217905
1307	0.8455369989
1308	0.8445759196
1309	0.8438659332
1310	0.8432339542
1311	0.8427306473
1312	0.8420318454
1313	0.8410694303
1314	0.8402102797
1315	0.8393173159
1316	0.8384891348
1317	0.838321176
1318	0.8376999422
1319	0.8365288367
1320	0.8362074122
1321	0.8351822924
1322	0.8345798395
1323	0.833571259
1324	0.8329319342
1325	0.8325105044
1326	0.8318653097
1327	0.8312472544
1328	0.8307218505
1329	0.8301020798
1330	0.830016585
1331	0.8294183695
1332	0.8287036642
1333	0.8281545
1334	0.8276838467
1335	0.8271159572
1336	0.8266307872
1337	0.8256786062
1338	0.824522016
1339	0.8240771805
1340	0.8230819349
1341	0.8226818815
1342	0.822042184
1343	0.8206917458
1344	0.8202270731
1345	0.8195815381
1346	0.819051275
1347	0.8186415088
1348	0.8176387242
1349	0.8167279304
1350	0.816254347
1351	0.8153649145
1352	0.8145042589
1353	0.814103764
1354	0.813761031
1355	0.8134435846
1356	0.8128435182
1357	0.812052845
1358	0.8115752356
1359	0.8107637188
1360	0.8099607333
1361	0.8092520249
1362	0.8086217436
1363	0.8081006482
1364	0.8064302476
1365	0.8060314706
1366	0.804652323
1367	0.8043953666
1368	0.8037075126
1369	0.8033075679
1370	0.8026579121
1371	0.802304633
1372	0.8015438672
1373	0.8009018633
1374	0.8003002725
1375	0.7997442963
1376	0.7991404242
1377	0.7985913404
1378	0.797946779
1379	0.797039217
1380	0.7965728831
1381	0.79612967
1382	0.7958018435
1383	0.7950628459
1384	0.7944686985
1385	0.794290035
1386	0.7933776605
1387	0.7926965968
1388	0.7919979611
1389	0.7911361985
1390	0.7907545941
1391	0.7902063945
1392	0.7897014361
1393	0.7894354768
1394	0.7889475499
1395	0.7883001297
1396	0.7881163217
1397	0.7873396823
1398	0.7866713114
1399	0.7862344937
1400	0.7858192219
1401	0.7851707567
1402	0.7842113755
1403	0.7835706294
1404	0.7833077866
1405	0.7824681428
1406	0.7817734064
1407	0.7813461929
1408	0.7809408001
1409	0.7803873597
1410	0.7799884317
1411	0.7791132982
1412	0.7787262805
1413	0.7781576349
1414	0.7775399519
1415	0.7770380328
1416	0.7765632516
1417	0.7759224655
1418	0.7751762758
1419	0.774540814
1420	0.7741101672
1421	0.7733231997
1422	0.7726800118
1423	0.7723370562
1424	0.7713191837
1425	0.7707053651
1426	0.7701797965
1427	0.7698397969
1428	0.7693678239
1429	0.769040559
1430	0.7683674315
1431	0.7675851314
1432	0.7673028327
1433	0.7668182395
1434	0.7660952073
1435	0.7659932121
1436	0.7654602428
1437	0.7648018305
1438	0.7639797471
1439	0.7635562209
1440	0.7633748427
1441	0.7630819075
1442	0.7623555616
1443	0.7617981123
1444	0.7611160816
1445	0.7607295886
1446	0.7605540406
1447	0.7602074474
1448	0.7597881605
1449	0.7593415832
1450	0.758802605
1451	0.7584890335
1452	0.7582741092
1453	0.7571947889
1454	0.7567550584
1455	0.7562123813
1456	0.7556458287
1457	0.7549250875
1458	0.7546273923
1459	0.7540810075
1460	0.7533372744
1461	0.752684103
1462	0.7519162492
1463	0.751004558
1464	0.7505497936
1465	0.7501298522
1466	0.7498847153
1467	0.7495402892
1468	0.749100977
1469	0.7480758432
1470	0.7478097231
1471	0.7474574091
1472	0.7466052369
1473	0.7459335204
1474	0.7453127928
1475	0.7446777326
1476	0.7439511778
1477	0.7428380529
1478	0.7423706798
1479	0.7418129901
1480	0.7410187576
1481	0.7406523992
1482	0.739930511
1483	0.7392366473
1484	0.7387796906
1485	0.7382262502
1486	0.7371225298
1487	0.7367479806
1488	0.7363721003
1489	0.7360647636
1490	0.7356514525
1491	0.735133605
1492	0.7345253598
1493	0.7340887196
1494	0.7337316053
1495	0.7334394257
1496	0.7330595036
1497	0.7325188042
1498	0.7317861512
1499	0.7313740509
1500	0.7309190008
1501	0.7305282183
1502	0.7302040585
1503	0.7298390518
1504	0.7293119825
1505	0.7285383219
1506	0.7274949399
1507	0.7268775089
1508	0.7261726707
1509	0.7254114117
1510	0.7251389415
1511	0.7248109337
1512	0.7243165933
1513	0.7238831019
1514	0.7235047547
1515	0.7226715254
1516	0.7223442652
1517	0.7219617124
1518	0.7211913215
1519	0.7208864891
1520	0.7205084352
1521	0.7199305143
1522	0.7195450157
1523	0.7187732556
1524	0.7184338353
1525	0.7177037757
1526	0.7163038328
1527	0.7158463952
1528	0.7153572658
1529	0.714374109
1530	0.7138463693
1531	0.7133426228
1532	0.7128863273
1533	0.7123123783
1534	0.7115638952
1535	0.7109758255
1536	0.7102719198
1537	0.709856773
1538	0.7095337901
1539	0.7086479745
1540	0.7080754472
1541	0.7076420696
1542	0.7070888502
1543	0.7066063372
1544	0.7061988137
1545	0.7059296413
1546	0.7055865719
1547	0.7047409636
1548	0.7037197834
1549	0.7026399548
1550	0.7019633127
1551	0.7014201962
1552	0.7011918626
1553	0.700674292
1554	0.7004314854
1555	0.6998607769
1556	0.6989840909
1557	0.6983775796
1558	0.6979906646
1559	0.6976539624
1560	0.696619564
1561	0.6959875276
1562	0.6955548411
1563	0.6951852812
1564	0.6950018368
1565	0.6947894532
1566	0.6945339389
1567	0.6938726104
1568	0.6931211673
1569	0.6928005767
1570	0.6925933701
1571	0.6922911685
1572	0.6916772187
1573	0.6911214337
1574	0.6904900276
1575	0.690213352
1576	0.6892398955
1577	0.6890634383
1578	0.6882723219
1579	0.6879242682
1580	0.6874430407
1581	0.6870981637
1582	0.6866638925
1583	0.6862736579
1584	0.6857797475
1585	0.6855304446
1586	0.6851429181
1587	0.6845431192
1588	0.6841621244
1589	0.6833942212
1590	0.6826590384
1591	0.6820975657
1592	0.6816179328
1593	0.6811522221
1594	0.6806269766
1595	0.680420069
1596	0.6796924659
1597	0.6794558492
1598	0.6791905476
1599	0.6786686927
1600	0.6785033305
1601	0.677846018
1602	0.6772501196
1603	0.6766396932
1604	0.676211028
1605	0.6759282215
1606	0.6747464653
1607	0.6742227674
1608	0.6739309419
1609	0.6734427453
1610	0.6729939467
1611	0.6725490676
1612	0.671847369
1613	0.6715191835
