iter	RMSE
1614	0.67109291
1615	0.6703103874
1616	0.6695217228
1617	0.6692374401
1618	0.6688014887
1619	0.668043121
1620	0.6675745224
1621	0.6672639739
1622	0.6668402288
1623	0.666309343
1624	0.6657566613
1625	0.6654307446
1626	0.6651575658
1627	0.6647655182
1628	0.6643456983
1629	0.6637565926
1630	0.6633514801
1631	0.6632796627
1632	0.662339502
1633	0.6619341124
1634	0.661385865
1635	0.6608186094
1636	0.6599934712
1637	0.6596424891
1638	0.6591861435
1639	0.6585550202
1640	0.657826147
1641	0.6573724732
1642	0.6568884461
1643	0.6564612728
1644	0.6562992389
1645	0.6558596218
1646	0.6551082636
1647	0.6545641583
1648	0.6540985692
1649	0.6537997951
1650	0.6533928315
1651	0.6528175414
1652	0.652209918
1653	0.6518348774
1654	0.6516401206
1655	0.65123078
1656	0.6508125722
1657	0.6506636063
1658	0.6501742211
1659	0.6498540368
1660	0.6492102178
1661	0.6485524449
1662	0.6481719701
1663	0.6476297054
1664	0.6474164245
1665	0.6471002057
1666	0.6462519115
1667	0.6460058631
1668	0.6457003393
1669	0.645564765
1670	0.6449987192
1671	0.644371599
1672	0.6441077562
1673	0.6437740143
1674	0.6434741485
1675	0.6430401689
1676	0.642710079
1677	0.6421670594
1678	0.6418189344
1679	0.6414441528
1680	0.6411292048
1681	0.6405872799
1682	0.6402145968
1683	0.639554953
1684	0.6392062454
1685	0.6389818148
1686	0.6386785005
1687	0.6383554925
1688	0.6381810937
1689	0.6378799118
1690	0.6370562079
1691	0.6364171366
1692	0.6358864767
1693	0.6356534157
1694	0.6352420612
1695	0.6346818767
1696	0.634277317
1697	0.6338922551
1698	0.6337326874
1699	0.6328895907
1700	0.6323612592
1701	0.632033283
1702	0.6315021017
1703	0.6311288597
1704	0.6309115236
1705	0.6304422574
1706	0.6298142714
1707	0.6291684658
1708	0.6289314887
1709	0.6285008813
1710	0.628198782
1711	0.6279923658
1712	0.6273284718
1713	0.62656686
1714	0.6263303205
1715	0.6260197817
1716	0.625731238
1717	0.6253396242
1718	0.6246614753
1719	0.6238818696
1720	0.6233207936
1721	0.6229077877
1722	0.6225326799
1723	0.6218781918
1724	0.6215376666
1725	0.6211146489
1726	0.6207444021
1727	0.6203985605
1728	0.6196800301
1729	0.6194672695
1730	0.6191122149
1731	0.6188569087
1732	0.6186100255
1733	0.6182212633
1734	0.6179646384
1735	0.6175343386
1736	0.6170831973
1737	0.616843781
1738	0.616540985
1739	0.6162496274
1740	0.6161545043
1741	0.6157678374
1742	0.61514475
1743	0.6145360855
1744	0.6143482002
1745	0.6138919973
1746	0.6134260981
1747	0.6131361134
1748	0.6125150776
1749	0.6123207239
1750	0.6118089828
1751	0.6110158913
1752	0.6108692205
1753	0.6102844187
1754	0.6096467176
1755	0.6090996861
1756	0.6087484455
1757	0.6082385083
1758	0.6078536044
1759	0.607441273
1760	0.6067499469
1761	0.6062966644
1762	0.605902628
1763	0.6056221805
1764	0.60516175
1765	0.6049174593
1766	0.6045199148
1767	0.6042536378
1768	0.6040549561
1769	0.6038310522
1770	0.6033561324
1771	0.6031719143
1772	0.6026352139
1773	0.6022507849
1774	0.6013854292
1775	0.6012145692
1776	0.6009249626
1777	0.6004824689
1778	0.6002257511
1779	0.5998581458
1780	0.5992521134
1781	0.5991179502
1782	0.5989507831
1783	0.5982160104
1784	0.5977457149
1785	0.5970530543
1786	0.5967515845
1787	0.5965608592
1788	0.5961691547
1789	0.5957410921
1790	0.5955476492
1791	0.5951916259
1792	0.5949236206
1793	0.5946318508
1794	0.5942848675
1795	0.5939580102
1796	0.5933926769
1797	0.5930203367
1798	0.5926667002
1799	0.5924409242
1800	0.5920893555
1801	0.5919841377
1802	0.591792637
1803	0.5913767147
1804	0.5906956535
1805	0.5903017539
1806	0.5899049311
1807	0.5895354482
1808	0.5893698471
1809	0.5891785438
1810	0.5891556204
1811	0.5887341264
1812	0.5881812918
1813	0.5879070748
1814	0.587640058
1815	0.5873381258
1816	0.5872841098
1817	0.5868499878
1818	0.5865237686
1819	0.5861435832
1820	0.5856631496
1821	0.5853997343
1822	0.5846523949
1823	0.5843189301
1824	0.5840023638
1825	0.583545854
1826	0.5829424131
1827	0.5828015618
1828	0.5821459596
1829	0.582024759
1830	0.5818295354
1831	0.5815551901
1832	0.5813222536
1833	0.5809346744
1834	0.5807121639
1835	0.5803887508
1836	0.5800682797
1837	0.5794587816
1838	0.5790613488
1839	0.5784784708
1840	0.5780287103
1841	0.5775764106
1842	0.5770453575
1843	0.5766141257
1844	0.5761449724
1845	0.5757603421
1846	0.575566379
1847	0.5749336891
1848	0.5746191961
1849	0.5742098426
1850	0.5737852934
1851	0.5734642649
1852	0.5731048956
1853	0.5728276852
1854	0.5722569385
1855	0.571821793
1856	0.5716461679
1857	0.5713300203
1858	0.5709623415
1859	0.5701811249
1860	0.5697243257
1861	0.5695984671
1862	0.5694812472
1863	0.569370309
1864	0.5691308914
1865	0.5684142108
1866	0.5675385953
1867	0.5671473203
1868	0.566767213
1869	0.5662428971
1870	0.5661321769
1871	0.565943266
1872	0.5656653843
1873	0.5653764818
1874	0.565118144
1875	0.5648287422
1876	0.5646407748
1877	0.5643344771
1878	0.5639852742
1879	0.5634458343
1880	0.5630951916
1881	0.5629296864
1882	0.5626156329
1883	0.5621290453
1884	0.5618596835
1885	0.5617374315
1886	0.5616041999
1887	0.5611408177
1888	0.5607130771
1889	0.5603781622
1890	0.5602644787
1891	0.5599495859
1892	0.5598008364
1893	0.5595292169
1894	0.5592233215
1895	0.5588793811
1896	0.5583554445
1897	0.5578932459
1898	0.5573941944
1899	0.5570861379
1900	0.556620712
1901	0.5560642453
1902	0.5557222606
1903	0.5550793407
1904	0.5548026037
1905	0.5545407838
1906	0.5542309389
1907	0.5539137502
1908	0.5535482969
1909	0.5531506086
1910	0.5525264681
1911	0.5521292606
1912	0.5518360526
1913	0.5515404224
1914	0.5511976543
1915	0.5509460582
1916	0.5507000061
1917	0.5504759875
1918	0.550033762
1919	0.5497909392
1920	0.5493726114
1921	0.5487812862
1922	0.5484838256
1923	0.5479819087
1924	0.5476970226
1925	0.5474715072
1926	0.5471090901
1927	0.5468164781
1928	0.5464169384
1929	0.5459988739
1930	0.5456774838
1931	0.5452520832
1932	0.5449700147
1933	0.5445340007
1934	0.543947931
1935	0.5434731851
1936	0.5432931247
1937	0.5429054311
1938	0.5427212013
1939	0.5423611795
1940	0.5421222333
1941	0.5418528412
1942	0.5416802668
1943	0.5413292596
1944	0.5409347566
1945	0.5406799045
1946	0.5404517354
1947	0.5402023041
1948	0.5397177418
1949	0.5394184197
1950	0.5388792631
1951	0.5386606269
1952	0.5380947515
1953	0.5376321511
1954	0.5363978478
1955	0.5361394232
1956	0.535897354
1957	0.5354322098
1958	0.5351605145
1959	0.535002907
1960	0.5346592095
1961	0.5342710805
1962	0.5338805773
1963	0.5336576455
1964	0.533345224
1965	0.5326113407
1966	0.5319719388
1967	0.5316779374
1968	0.5314889934
1969	0.5312521983
1970	0.531079456
1971	0.5307873086
1972	0.5305778372
1973	0.5301830653
1974	0.5295986876
1975	0.5294708636
1976	0.5292637199
1977	0.5288568903
1978	0.5285205431
1979	0.5281650286
1980	0.5275260915
1981	0.5271761322
1982	0.5267591744
1983	0.5262360204
1984	0.5258347485
1985	0.5254661076
1986	0.5248591139
1987	0.5244642578
1988	0.5241623812
1989	0.523971889
1990	0.5235250148
1991	0.5229200029
1992	0.5226844131
1993	0.5223607962
1994	0.5218890804
1995	0.5216235832
1996	0.5212680657
1997	0.5210270775
1998	0.5205418261
1999	0.5204618872
2000	0.5201763741
2001	0.5199222862
2002	0.5197129101
2003	0.5194316746
2004	0.5189767306
2005	0.518712705
2006	0.5185065396
2007	0.5182466376
2008	0.5180539937
2009	0.5175720947
2010	0.5172123965
2011	0.5168312372
2012	0.5163141788
2013	0.5158661808
2014	0.5157303587
2015	0.5157257137
2016	0.5155116861
2017	0.5152213141
2018	0.5147586535
2019	0.5143189887
2020	0.5141379137
2021	0.513764504
2022	0.5134798042
2023	0.5132638801
2024	0.5129295117
2025	0.5126395588
2026	0.5124603205
2027	0.5123840608
2028	0.5122246667
2029	0.5120041441
2030	0.5116937117
2031	0.5113906275
2032	0.5111131512
2033	0.5106558453
2034	0.5104873336
2035	0.5100398763
2036	0.5097310122
2037	0.5093725816
2038	0.5090926822
2039	0.5090674572
2040	0.5089185
2041	0.508809753
2042	0.5086104088
2043	0.5083097116
2044	0.5079484677
2045	0.5076276546
2046	0.507403457
2047	0.5071078275
2048	0.5070485798
2049	0.5064613424
2050	0.5061594558
2051	0.5058019139
2052	0.5056161452
2053	0.5053181052
2054	0.5050563946
2055	0.5046029271
2056	0.5041035681
2057	0.5037645183
2058	0.5033281037
2059	0.5030735883
2060	0.502810592
2061	0.5023836556
2062	0.5019578057
2063	0.5016444903
2064	0.5013810896
2065	0.501217615
2066	0.5009289454
2067	0.5007307551
2068	0.5004588829
2069	0.5001506277
2070	0.4998657311
2071	0.49966314
2072	0.499523575
2073	0.4992132146
2074	0.4989353513
2075	0.4986382152
2076	0.4981409002
2077	0.4977957901
2078	0.4975477959
2079	0.497062216
2080	0.4968498686
2081	0.4966466893
2082	0.4963873503
2083	0.4960875483
2084	0.4959737834
2085	0.4958020856
2086	0.4955200083
2087	0.4952185479
2088	0.4951058736
2089	0.494732785
2090	0.4944469523
2091	0.4935930008
2092	0.4931664707
2093	0.4929366065
2094	0.4925670715
2095	0.4922175711
2096	0.4920006419
2097	0.4918968514
2098	0.4915682879
2099	0.4913595655
2100	0.4911336951
2101	0.4909197287
2102	0.4907369351
2103	0.4904910455
2104	0.4903981011
2105	0.4901106905
2106	0.4898171833
2107	0.4896786951
2108	0.489213268
2109	0.4888176559
2110	0.4884838744
2111	0.4882307842
2112	0.4879041692
2113	0.4874549996
2114	0.4871480396
2115	0.4868458992
2116	0.4863491096
2117	0.486153616
2118	0.4859848538
2119	0.4854512436
2120	0.4852422057
2121	0.4848186896
2122	0.4846315975
2123	0.4841007458
2124	0.4839748221
2125	0.4835611312
2126	0.4834065115
2127	0.4831027639
2128	0.482688418
2129	0.4823093062
2130	0.4818248323
2131	0.4813131069
2132	0.4810552045
2133	0.4807952395
2134	0.4805672084
2135	0.4802359102
2136	0.4800108726
2137	0.4795261599
2138	0.4790545379
2139	0.4788617741
2140	0.4788119848
2141	0.4785250492
2142	0.4782818361
2143	0.4779908164
2144	0.4777647235
2145	0.4775063603
2146	0.4773431936
2147	0.4770498984
2148	0.4770421535
2149	0.4769089812
2150	0.4768060033
2151	0.4766582846
2152	0.4765110705
2153	0.4765101483
2154	0.4761229273
2155	0.4758756766
2156	0.4755279928
2157	0.4753952204
2158	0.4750292201
2159	0.4748919684
2160	0.4746630027
2161	0.4742174469
2162	0.4738178091
2163	0.4735224056
2164	0.4732258704
2165	0.4728802138
2166	0.4726024186
2167	0.4722037948
2168	0.471913635
2169	0.4717406283
2170	0.4713115511
2171	0.471095213
2172	0.4708164226
2173	0.4705657068
2174	0.4703030217
2175	0.4701049186
2176	0.4696558911
2177	0.4694409807
2178	0.4688831489
2179	0.4685590383
2180	0.4684168498
2181	0.4681194822
2182	0.4678883665
2183	0.4673125509
2184	0.4670380094
2185	0.4668444768
2186	0.4665817138
2187	0.4665034971
2188	0.4662000149
2189	0.4658192747
2190	0.4657248247
2191	0.4654307591
2192	0.4651707618
2193	0.4649409
2194	0.4648226411
2195	0.4647043301
2196	0.4644476789
2197	0.4642380764
2198	0.4641012321
2199	0.4636668447
2200	0.4635584998
2201	0.4634668071
2202	0.4633630031
2203	0.4631494032
2204	0.462524043
2205	0.4623372071
2206	0.4616366584
2207	0.4615083452
2208	0.4613959953
2209	0.4613342448
2210	0.4611161246
2211	0.4606732166
2212	0.4603801347
2213	0.4603767143
2214	0.4601778633
2215	0.459709536
2216	0.4596020222
2217	0.4593942557
2218	0.4592620938
2219	0.4589779458
2220	0.458852225
2221	0.4586738803
2222	0.4586030267
2223	0.4584391972
2224	0.4582133745
2225	0.457923336
2226	0.4573357342
2227	0.4569599993
2228	0.4567171026
2229	0.4565402442
2230	0.4562782118
2231	0.4559441993
2232	0.4555718667
2233	0.4553256012
2234	0.4550520639
2235	0.4546923088
2236	0.4545173281
2237	0.4543499882
2238	0.4541961022
2239	0.4540157727
2240	0.4538103628
2241	0.4535076746
2242	0.4532014866
2243	0.4528724945
2244	0.452791353
2245	0.4526880553
2246	0.4524864894
2247	0.4523376833
2248	0.4518312254
2249	0.4514330579
2250	0.4512513167
2251	0.4509511431
2252	0.4507145983
2253	0.4503359997
2254	0.4498507417
2255	0.4496517975
2256	0.4493776994
2257	0.4490580115
2258	0.448796069
2259	0.4485403759
2260	0.4483065492
2261	0.4479796147
2262	0.4478092832
2263	0.4474198357
2264	0.4472043194
2265	0.4471784424
2266	0.4469647177
2267	0.4467250979
2268	0.446522721
2269	0.4460509756
2270	0.4457179584
2271	0.4456031492
2272	0.4455071366
2273	0.4453253269
2274	0.4448368375
2275	0.4445215877
2276	0.4444396459
2277	0.4441708627
2278	0.443914402
2279	0.4435617484
2280	0.443285071
2281	0.4431674115
2282	0.4424704105
2283	0.4422960001
2284	0.4418358334
2285	0.4415761607
2286	0.4414509613
2287	0.4413431532
2288	0.4411406733
2289	0.4409570946
2290	0.4405739039
2291	0.4403976629
2292	0.4401048377
2293	0.4397254249
2294	0.4395579605
2295	0.4394514036
2296	0.4392864761
2297	0.439069971
2298	0.4386851342
2299	0.4383974734
2300	0.4380895958
2301	0.4379234867
2302	0.4375261532
2303	0.4371523451
2304	0.4369447734
2305	0.4366304142
2306	0.436351005
2307	0.4362149823
2308	0.4360880338
2309	0.4359043813
2310	0.4353446401
2311	0.4351108201
2312	0.4348237966
2313	0.4346961773
2314	0.4343829113
2315	0.4343122603
2316	0.4340621231
2317	0.4336453082
2318	0.4330805247
2319	0.4329722816
2320	0.4328233865
2321	0.4325830496
2322	0.4323373227
2323	0.432202849
2324	0.4318742002
2325	0.4315721957
2326	0.4313607132
2327	0.4312457354
2328	0.4311243665
2329	0.4309674417
2330	0.4308910032
2331	0.430684707
2332	0.4303525207
2333	0.430254365
2334	0.4300273055
2335	0.4297858116
2336	0.4296252956
2337	0.429246048
2338	0.4291052439
2339	0.4288989005
2340	0.4286651634
2341	0.4282323941
2342	0.4280360906
2343	0.4277726733
2344	0.427689684
2345	0.4274215977
2346	0.4271233328
2347	0.4271218347
2348	0.4269414569
2349	0.4265792608
2350	0.4262716235
2351	0.4256853662
2352	0.4255815975
2353	0.4254809179
2354	0.4252394387
2355	0.4249654583
2356	0.4246239278
2357	0.4242865817
2358	0.424211003
2359	0.4239783379
2360	0.4238454332
2361	0.4235843918
2362	0.4234833825
2363	0.4233372171
2364	0.423220631
2365	0.4229171706
2366	0.4226549694
2367	0.4222967371
2368	0.4220538423
2369	0.4219258619
2370	0.4217529544
2371	0.4216499396
2372	0.4215267515
2373	0.421305307
2374	0.4210069482
2375	0.4206463389
2376	0.4204467827
2377	0.4201587804
2378	0.4199454208
2379	0.4199092269
2380	0.4198366831
2381	0.4194549639
2382	0.4189861407
2383	0.4186587463
2384	0.4185314041
2385	0.4181959556
2386	0.4179654036
2387	0.4177504788
2388	0.4175112942
2389	0.4172354332
2390	0.417129011
2391	0.4169768704
2392	0.4168326985
2393	0.4167899651
2394	0.4165036973
2395	0.416324982
2396	0.4162377744
2397	0.4161286159
2398	0.41593316
2399	0.4157776308
2400	0.4157760839
2401	0.4155848365
2402	0.4153615857
2403	0.4150874807
2404	0.4147921468
2405	0.4146818161
2406	0.4144813919
2407	0.4142761794
2408	0.4139842283
2409	0.4138031922
2410	0.4136286872
2411	0.4133882866
2412	0.4130954784
2413	0.4129197951
2414	0.4127504819
2415	0.4125078836
2416	0.412402465
2417	0.4122408459
2418	0.4120951645
2419	0.4118711196
2420	0.4117381462
2421	0.4115707692
2422	0.4112629202
2423	0.4110961257
2424	0.4108191908
2425	0.4107725367
2426	0.4105577829
2427	0.4100475858
2428	0.4098157551
2429	0.4095779962
2430	0.4094425513
2431	0.4093389362
2432	0.4089906598
2433	0.4088623388
2434	0.4084935408
2435	0.4082556235
2436	0.4078991935
2437	0.4076706771
2438	0.4074169674
2439	0.4073006647
2440	0.4071201974
2441	0.4069479964
2442	0.4068236068
2443	0.4065765874
2444	0.4065291403
2445	0.4064371042
2446	0.4063155751
2447	0.4061789107
2448	0.4059312696
2449	0.405816566
2450	0.4056702002
2451	0.4054544958
2452	0.4051802076
2453	0.4050637783
2454	0.4048666574
2455	0.4047191401
2456	0.4045326543
2457	0.4043766066
2458	0.4042145634
2459	0.404058518
2460	0.4039345428
2461	0.4037354638
2462	0.4034884361
2463	0.4032368642
2464	0.4030026881
2465	0.4027967936
2466	0.4026488287
2467	0.4024516505
2468	0.4021930242
2469	0.4019666666
2470	0.4016744721
2471	0.4015461109
2472	0.4014067526
2473	0.4012412103
2474	0.4009797244
2475	0.4006231913
2476	0.4003793057
2477	0.4002033181
2478	0.3999854521
2479	0.3998507433
2480	0.3996724435
2481	0.3994239422
2482	0.3993653713
2483	0.3992255975
2484	0.3987482647
2485	0.3982313046
2486	0.3981189784
2487	0.3978351809
2488	0.3974861591
2489	0.3973112858
2490	0.3971712115
2491	0.3968790619
2492	0.3966894477
2493	0.3965860103
2494	0.3965249436
2495	0.3962968032
2496	0.3962105858
2497	0.3959633766
2498	0.3956735565
2499	0.3955053025
2500	0.3953997883
2501	0.3952571952
2502	0.3951330559
2503	0.3950180519
2504	0.394770572
2505	0.3944918711
2506	0.3942299289
2507	0.3940858903
2508	0.3939281916
2509	0.3937898742
2510	0.3936104031
2511	0.3934459338
2512	0.3932159887
2513	0.3930351932
2514	0.3928941639
2515	0.3926383373
2516	0.3924100741
2517	0.3920385057
2518	0.3917302443
2519	0.3915666895
2520	0.391423854
2521	0.3912356068
2522	0.3910325873
2523	0.3908971617
2524	0.3907574592
2525	0.3907244451
2526	0.3903064349
2527	0.3899612395
2528	0.3895703233
2529	0.3893050584
2530	0.3891088445
2531	0.3889835548
2532	0.3888198981
2533	0.3886501305
2534	0.3884922526
2535	0.3883088298
2536	0.3882100666
2537	0.3881003636
2538	0.3880253313
2539	0.3876445213
2540	0.3872702447
2541	0.3870763152
2542	0.3870613399
2543	0.3869221199
2544	0.3866475656
2545	0.3863947041
2546	0.3863350923
2547	0.386115816
2548	0.3860186106
2549	0.3859162129
2550	0.3857035948
2551	0.3854447273
2552	0.3852796504
2553	0.3850143964
2554	0.3846564949
2555	0.3843283986
2556	0.3840989478
2557	0.383977544
2558	0.3838447154
2559	0.383660413
2560	0.3835711044
2561	0.3834859919
2562	0.3832755938
2563	0.3830670339
2564	0.382732973
2565	0.3825115287
2566	0.3822866896
2567	0.3820699221
2568	0.3819740078
2569	0.3819206721
2570	0.3817826559
2571	0.3815195349
2572	0.3812763152
2573	0.3809924513
2574	0.3807791022
2575	0.3806780509
2576	0.3804126446
2577	0.3800160723
2578	0.3798233841
2579	0.3794904056
2580	0.3790764426
2581	0.378844668
2582	0.3783988932
2583	0.3782038224
2584	0.378063451
2585	0.3778726878
2586	0.3776844592
2587	0.3775010073
2588	0.3772278643
2589	0.37708936
2590	0.3769022088
2591	0.3768292475
2592	0.3767435158
2593	0.3766001498
2594	0.3764174765
2595	0.3762781923
2596	0.3761842805
2597	0.3759877764
2598	0.3758025333
2599	0.3756200753
2600	0.3753037873
2601	0.3751419226
2602	0.3747145524
2603	0.3746404893
2604	0.3745453719
2605	0.3743955642
2606	0.3741751428
2607	0.3738639287
2608	0.3736599143
2609	0.373455095
2610	0.3732983083
2611	0.3731390157
2612	0.3729785605
2613	0.372859971
2614	0.3727465031
2615	0.3725264979
2616	0.3724327922
2617	0.3722973426
2618	0.3721092153
2619	0.3720605083
2620	0.3717576265
2621	0.3716802274
2622	0.3715421114
2623	0.3714625233
2624	0.3713067987
2625	0.3710813493
2626	0.3710170661
2627	0.3709611575
2628	0.3708421415
2629	0.3705800092
2630	0.3703373354
2631	0.3701017592
2632	0.3700176812
2633	0.3698928472
2634	0.3697615528
2635	0.3695526874
2636	0.3692641901
2637	0.3691567676
2638	0.3689864291
2639	0.3685675344
2640	0.3681855436
2641	0.368038624
2642	0.3678319899
2643	0.3677830615
2644	0.3676445572
2645	0.3674380756
2646	0.3673944749
2647	0.3672592024
2648	0.3671454433
2649	0.366993264
2650	0.3668985362
2651	0.3667013198
2652	0.3666229878
2653	0.3663344011
2654	0.366184454
2655	0.3659852686
2656	0.3656930975
2657	0.3654962927
2658	0.3651281533
2659	0.3649154391
2660	0.3646443457
2661	0.3643218191
2662	0.3642276356
2663	0.3640381262
2664	0.3638649251
2665	0.363525262
2666	0.3633783281
2667	0.3632266485
2668	0.3632136507
2669	0.3629900179
2670	0.3628602435
2671	0.3626648667
2672	0.3625613328
2673	0.3624056166
2674	0.3622826426
2675	0.3621018278
2676	0.3619430495
2677	0.3617343506
2678	0.3615651673
2679	0.3613770533
2680	0.3612927377
2681	0.3610315096
2682	0.3608445506
2683	0.3606227786
2684	0.3604823965
2685	0.3602864996
2686	0.3601784275
2687	0.359917857
2688	0.3598087483
2689	0.359786492
2690	0.3596569214
2691	0.3595384679
2692	0.3593474579
2693	0.3592166638
2694	0.3590402784
2695	0.3588436121
2696	0.3586008257
2697	0.3583266463
2698	0.358093271
2699	0.3577513002
2700	0.3575773336
2701	0.3574068426
2702	0.3571916758
2703	0.3569714049
2704	0.3568795811
2705	0.3566318649
2706	0.3564353194
2707	0.3563389228
2708	0.3561828117
2709	0.3559043114
2710	0.3557799735
2711	0.3555698598
2712	0.3554908773
2713	0.3553599957
2714	0.3552221346
2715	0.3549834173
2716	0.3549118582
2717	0.3547897331
2718	0.3544617225
2719	0.3542171015
2720	0.3540901591
2721	0.3539107533
2722	0.3538122925
2723	0.3536401981
2724	0.3536029371
2725	0.3534880453
2726	0.3534184807
2727	0.3531634214
2728	0.3531102524
2729	0.3530178676
2730	0.3528937969
2731	0.3527381725
2732	0.3524131768
2733	0.3524086047
2734	0.3522483587
2735	0.3521584598
2736	0.3519399026
2737	0.3517987217
2738	0.3515058431
2739	0.3513027527
2740	0.351157498
2741	0.3510332048
2742	0.3509136562
2743	0.3505504064
2744	0.3502629825
2745	0.3498141161
2746	0.3496126304
2747	0.3495730824
2748	0.3493786344
2749	0.3491326105
2750	0.3490506493
2751	0.3489930717
2752	0.3488744069
2753	0.3486972009
2754	0.3483904153
2755	0.348285838
2756	0.348048686
2757	0.3478430119
2758	0.347700157
2759	0.3474072923
2760	0.3472860459
2761	0.3470972308
2762	0.3468819349
2763	0.3467758126
2764	0.346462069
2765	0.3463289163
2766	0.34624278
2767	0.3461594533
2768	0.3458230415
2769	0.3457019084
2770	0.3455097794
2771	0.3452872353
2772	0.3451364539
2773	0.3448479314
2774	0.3448121994
2775	0.3445697475
2776	0.3443783202
2777	0.3442603235
2778	0.3440840088
2779	0.3439607888
2780	0.3438641533
2781	0.3437033407
2782	0.3435938718
2783	0.3433971727
2784	0.3432828365
2785	0.3432086437
2786	0.3431923274
2787	0.3429025971
2788	0.3426982736
2789	0.3424115926
2790	0.3423470981
2791	0.3420443821
2792	0.3417480349
2793	0.3416372629
2794	0.3415022258
2795	0.3413142339
2796	0.3411075754
2797	0.3410648856
2798	0.3409345583
2799	0.3407307215
2800	0.3405017137
2801	0.3404369035
2802	0.3401896659
2803	0.3401134093
2804	0.3399577775
2805	0.3398533326
2806	0.3395009026
2807	0.3393168125
2808	0.3391915094
2809	0.3390650779
2810	0.3387403567
2811	0.3385210687
2812	0.3380734866
2813	0.3378995912
2814	0.3377205364
2815	0.3375422004
2816	0.3373987088
2817	0.3373207183
2818	0.3371626039
2819	0.3370540803
2820	0.3369297853
2821	0.3368455068
2822	0.336627082
2823	0.3364791836
2824	0.3361378465
2825	0.3360268181
2826	0.3358863863
2827	0.3356201344
2828	0.3353978453
2829	0.3352169573
2830	0.3350167846
2831	0.33480067
2832	0.3347402373
2833	0.3344752648
2834	0.3343465475
2835	0.3341151572
2836	0.3340839652
2837	0.3339410069
2838	0.3338360478
2839	0.3336070484
2840	0.3334893467
2841	0.3331620914
2842	0.333085513
2843	0.3328322321
2844	0.3325705626
2845	0.332458507
2846	0.3323619111
2847	0.3321665186
2848	0.3319921808
2849	0.3318998211
2850	0.3317141036
2851	0.331487816
2852	0.3313646338
2853	0.3312349449
2854	0.3311429048
2855	0.3310337056
2856	0.330699369
2857	0.3304816275
2858	0.3303176609
2859	0.3301593592
2860	0.3299221995
2861	0.3298414935
2862	0.3297540276
2863	0.3296056972
2864	0.3295444024
2865	0.3295061651
2866	0.3294394926
2867	0.3292572293
2868	0.3290707812
2869	0.3289558136
2870	0.328820182
2871	0.3287087088
2872	0.3286091563
2873	0.3282829789
2874	0.3281583336
2875	0.3280043279
2876	0.327744647
2877	0.3276655654
2878	0.3273970773
2879	0.3272072603
2880	0.3270317364
2881	0.3266933773
2882	0.3266115303
2883	0.3265737059
2884	0.3264680251
2885	0.3264248982
2886	0.3263669584
2887	0.3261752565
2888	0.3260412509
2889	0.325815029
2890	0.3257645114
2891	0.3256153146
2892	0.325483701
2893	0.3253840361
2894	0.3252246274
2895	0.3250710137
2896	0.3248204684
2897	0.3247011382
2898	0.3245921399
2899	0.3243916596
2900	0.324270262
2901	0.3241734269
2902	0.3240166449
2903	0.3238918971
2904	0.3237744158
2905	0.323529489
2906	0.3233655472
2907	0.3232563984
2908	0.3231054686
2909	0.3229400467
2910	0.3227241026
2911	0.3224392898
2912	0.3221803983
2913	0.3219617654
2914	0.3217164725
2915	0.3215489595
2916	0.3214603202
2917	0.3212784462
2918	0.3210856942
2919	0.3209484629
2920	0.3208709787
2921	0.3207662597
2922	0.3206834521
2923	0.3206121209
2924	0.3203198738
2925	0.3199019768
2926	0.3196800487
2927	0.3195878089
2928	0.3194624015
2929	0.3193729925
2930	0.3192548812
2931	0.3191032154
2932	0.3189005458
2933	0.3187253354
2934	0.3186280696
2935	0.3185194536
2936	0.3183682929
2937	0.3182033038
2938	0.3179909967
2939	0.3178293346
2940	0.3176235967
2941	0.317279683
2942	0.3171774399
2943	0.3170745646
2944	0.3169287363
2945	0.3167885249
2946	0.3166567994
2947	0.3165559018
2948	0.3164090267
2949	0.3163005777
2950	0.3161930458
2951	0.3158347547
2952	0.3157180221
2953	0.3156149681
2954	0.3153283183
2955	0.3152843407
2956	0.3151079308
2957	0.3149931783
2958	0.3148198631
2959	0.3147357909
2960	0.3146177344
2961	0.3143258254
2962	0.3141505653
2963	0.3140112392
2964	0.3138648621
2965	0.3135970195
2966	0.3135499144
2967	0.3133618383
2968	0.3131634539
2969	0.3130756478
2970	0.3129008463
2971	0.3128461877
2972	0.3127927094
2973	0.3126477754
2974	0.312573783
2975	0.3123413517
2976	0.3122713395
2977	0.3122001356
2978	0.3120277422
2979	0.3118535683
2980	0.3117584438
2981	0.3117130252
2982	0.3116017134
2983	0.3114605541
2984	0.3112810089
2985	0.3112075649
2986	0.3111132497
2987	0.3109648201
2988	0.3108935546
2989	0.3107229454
2990	0.3106055973
2991	0.3105047182
2992	0.3103782734
2993	0.3103003526
2994	0.3101556631
2995	0.3098990991
2996	0.3097701986
2997	0.3095697585
2998	0.3093191098
2999	0.3091297905
3000	0.3089887555
3001	0.3088632282
3002	0.3088221415
3003	0.3086578034
3004	0.3085640784
3005	0.3084237407
3006	0.3082422799
3007	0.3080616851
3008	0.3079461587
3009	0.3078698017
3010	0.3078278209
3011	0.3076877146
3012	0.3074771121
3013	0.3073250513
3014	0.3071010181
3015	0.3070001131
3016	0.3068812555
3017	0.3068254147
3018	0.306707882
3019	0.3065615982
3020	0.3064220797
3021	0.3062831357
3022	0.3061402937
3023	0.3059646287
3024	0.3058174867
